area,cru,type,couleur,age_min,age_max,t_min,t_max,glass_type,comments,color
Vins de pays/IGP Méditerranée,Vins de pays/IGP Méditerranée,sec,rouge,2.0,5.0,16.0,16.0,,,rouge
Vins de pays/IGP Méditerranée,Vins de pays/IGP Méditerranée,sec,blanc,1.0,3.0,10.0,12.0,,,blanc
Vins de pays/IGP Méditerranée,Vins de pays/IGP Méditerranée,sec,rosé,1.0,2.0,8.0,10.0,,,rosé
FLOC-DE-GASCOGNE,FLOC-DE-GASCOGNE,doux,rosé,2.0,12.0,6.0,9.0,,,rosé
FLOC-DE-GASCOGNE,FLOC-DE-GASCOGNE,doux,blanc,2.0,12.0,6.0,9.0,,,jaune
Vins de pays/IGP Landes,Vins de pays/IGP Landes,sec,rouge,1.0,4.0,14.0,16.0,,,rouge
Vins de pays/IGP Landes,Vins de pays/IGP Landes,sec,blanc,1.0,2.0,8.0,10.0,,,blanc
Vins de pays/IGP Landes,Vins de pays/IGP Landes,sec,rosé,1.0,2.0,8.0,10.0,,,rosé
Béarn,Béarn,sec,rouge,2.0,8.0,14.0,16.0,,,rouge
Béarn,Béarn,sec,blanc,2.0,6.0,7.0,10.0,,,blanc
Béarn,Béarn,sec,rosé,1.0,4.0,8.0,10.0,,,rosé
Bergerac,Bergerac,sec,rouge,3.0,12.0,15.0,16.0,,,rouge
Bergerac,Bergerac,sec,blanc,2.0,8.0,10.0,11.0,,,blanc
Bergerac,Bergerac,sec,rosé,1.0,4.0,11.0,13.0,,,rosé
Brulhois,Brulhois,sec,rouge,4.0,12.0,16.0,18.0,,,rouge
Brulhois,Brulhois,sec,rosé,1.0,3.0,10.0,11.0,,,rosé
Buzet,Buzet,sec,rouge,3.0,12.0,14.0,16.0,,,rouge
Buzet,Buzet,sec,blanc,1.0,4.0,8.0,10.0,,,blanc
Buzet,Buzet,sec,rosé,1.0,3.0,9.0,11.0,,,rosé
Cahors,Cahors,sec,rouge,5.0,15.0,16.0,18.0,,,rouge
Coteaux-du-quercy,Coteaux-du-quercy,sec,rouge,5.0,15.0,16.0,18.0,,,rouge
Côtes-de-bergerac,Côtes-de-bergerac,sec,rouge,4.0,10.0,16.0,18.0,,,rouge
Côtes-de-bergerac,Côtes-de-bergerac,moelleux,blanc,5.0,20.0,10.0,12.0,,,blanc
Côtes-de-duras,Côtes-de-duras,sec,rouge,3.0,12.0,14.0,16.0,,,rouge
Côtes-de-duras,Côtes-de-duras,sec,blanc,1.0,4.0,7.0,9.0,,,blanc
Côtes-de-duras,Côtes-de-duras,sec,rosé,1.0,3.0,8.0,10.0,,,rosé
Côtes-de-duras,Côtes-de-duras,moelleux,blanc,2.0,15.0,10.0,13.0,,,blanc
Côtes-de-millau,Côtes-de-millau,sec,rouge,5.0,15.0,16.0,18.0,,,rouge
Côtes-de-millau,Côtes-de-millau,sec,blanc,1.0,4.0,8.0,10.0,,,blanc
Côtes-de-millau,Côtes-de-millau,sec,rosé,1.0,2.0,8.0,10.0,,,rosé
Côtes-de-montravel,Côtes-de-montravel,doux,blanc,5.0,20.0,10.0,13.0,,,jaune
Côtes-du-marmandais,Côtes-du-marmandais,sec,rouge,5.0,15.0,16.0,18.0,,,rouge
Côtes-du-marmandais,Côtes-du-marmandais,sec,blanc,3.0,10.0,8.0,10.0,,,blanc
Côtes-du-marmandais,Côtes-du-marmandais,sec,rosé,2.0,3.0,10.0,12.0,,,rosé
Entraygues-le-fel,Entraygues-le-fel,sec,rouge,3.0,8.0,16.0,0.0,,,rouge
Entraygues-le-fel,Entraygues-le-fel,sec,blanc,2.0,4.0,10.0,12.0,,,blanc
Entraygues-le-fel,Entraygues-le-fel,sec,rosé,1.0,3.0,10.0,12.0,,,rosé
Fronton,Fronton,sec,rouge,4.0,15.0,16.0,0.0,,,rouge
Fronton,Fronton,sec,rosé,1.0,3.0,8.0,10.0,,,rosé
Gaillac,Gaillac,sec,rouge,3.0,8.0,15.0,17.0,,,rouge
Gaillac,Gaillac,sec,rosé,1.0,4.0,8.0,10.0,,,rosé
Gaillac,Gaillac,sec,blanc,2.0,6.0,8.0,10.0,,,blanc
Gaillac,Gaillac,effervescent,blanc,1.0,3.0,6.0,8.0,,,blanc
Gaillac,Gaillac,doux,blanc,5.0,25.0,10.0,12.0,,,jaune
Gaillac,Gaillac vendanges tardives,doux,blanc,7.0,30.0,11.0,14.0,,,jaune
Haut-montravel,Haut-montravel,moelleux,blanc,5.0,20.0,8.0,10.0,,,blanc
Irouléguy,Irouléguy,sec,rouge,3.0,15.0,16.0,0.0,,,rouge
Irouléguy,Irouléguy,sec,blanc,2.0,8.0,10.0,12.0,,,blanc
Irouléguy,Irouléguy,sec,rosé,2.0,5.0,9.0,11.0,,,rosé
Jurançon,Jurançon,sec,blanc,2.0,10.0,10.0,12.0,,,blanc
Jurançon,Jurançon,doux,blanc,5.0,20.0,10.0,13.0,,,jaune
Jurançon,Jurançon vendandes tardives,doux,blanc,5.0,20.0,10.0,12.0,,,jaune
Madiran,Madiran,sec,rouge,5.0,25.0,16.0,18.0,,,rouge
Marcillac,Marcillac,sec,rouge,2.0,6.0,16.0,16.0,,,rouge
Marcillac,Marcillac,sec,rosé,1.0,3.0,8.0,10.0,,,rosé
Monbazillac,Monbazillac,doux,blanc,5.0,25.0,9.0,11.0,,,jaune
Montravel,Montravel,sec,rouge,5.0,15.0,16.0,0.0,,,rouge
Montravel,Montravel,sec,blanc,2.0,8.0,8.0,10.0,,,blanc
Pacherenc-du-vic-bilh,Pacherenc-du-vic-bilh,sec,blanc,2.0,5.0,10.0,12.0,,,blanc
Pacherenc-du-vic-bilh,Pacherenc-du-vic-bilh,moelleux,blanc,5.0,20.0,8.0,10.0,,,blanc
Pécharmant,Pécharmant,sec,rouge,4.0,15.0,16.0,16.0,,,rouge
Rosette,Rosette,moelleux,blanc,2.0,7.0,8.0,10.0,,,blanc
Saint-mont,Saint-mont,sec,rouge,2.0,6.0,14.0,16.0,,,rouge
Saint-mont,Saint-mont,sec,blanc,1.0,4.0,10.0,12.0,,,blanc
Saint-mont,Saint-mont,sec,rosé,1.0,3.0,9.0,11.0,,,rosé
Saint-sardos,Saint-sardos,sec,rouge,3.0,10.0,15.0,16.0,,,rouge
Saint-sardos,Saint-sardos,sec,rosé,1.0,3.0,10.0,12.0,,,rosé
Saussignac,Saussignac,moelleux,blanc,5.0,20.0,8.0,10.0,,,blanc
Saussignac,Saussignac,doux,blanc,5.0,25.0,9.0,11.0,,,jaune
Lavilledieu,Lavilledieu,sec,rouge,2.0,4.0,16.0,16.0,,,rouge
Lavilledieu,Lavilledieu,sec,rosé,1.0,2.0,8.0,10.0,,,rosé
Vins de pays/IGP Agenais,Vins de pays/IGP Agenais,sec,rouge,2.0,4.0,16.0,16.0,,,rouge
Vins de pays/IGP Agenais,Vins de pays/IGP Agenais,sec,blanc,1.0,2.0,8.0,9.0,,,blanc
Vins de pays/IGP Agenais,Vins de pays/IGP Agenais,sec,rosé,1.0,2.0,8.0,9.0,,,rosé
Vins de pays/IGP Ariège,Vins de pays/IGP Ariège,sec,rouge,2.0,7.0,16.0,16.0,,,rouge
Vins de pays/IGP Ariège,Vins de pays/IGP Ariège,sec,blanc,1.0,3.0,8.0,10.0,,,blanc
Vins de pays/IGP Ariège,Vins de pays/IGP Ariège,moelleux,blanc,1.0,4.0,10.0,11.0,,,blanc
Vins de pays/IGP Ariège,Vins de pays/IGP Ariège,sec,rosé,1.0,2.0,8.0,10.0,,,rosé
Vins de pays/IGP Atlantique,Vins de pays/IGP Atlantique,sec,rouge,1.0,4.0,15.0,17.0,,,rouge
Vins de pays/IGP Atlantique,Vins de pays/IGP Atlantique,sec,blanc,1.0,2.0,8.0,9.0,,,blanc
Vins de pays/IGP Atlantique,Vins de pays/IGP Atlantique,sec,rosé,1.0,2.0,8.0,10.0,,,rosé
Vins de pays/IGP Aude,Vins de pays/IGP Aude,sec,rouge,1.0,4.0,16.0,16.0,,,rouge
Vins de pays/IGP Aude,Vins de pays/IGP Aude,sec,blanc,1.0,3.0,8.0,10.0,,,blanc
Vins de pays/IGP Aude,Vins de pays/IGP Aude,sec,rosé,1.0,2.0,8.0,10.0,,,rosé
Vins de pays/IGP Aveyron,Vins de pays/IGP Aveyron,sec,rouge,1.0,3.0,16.0,16.0,,,rouge
Vins de pays/IGP Aveyron,Vins de pays/IGP Aveyron,sec,blanc,1.0,3.0,10.0,12.0,,,blanc
Vins de pays/IGP Aveyron,Vins de pays/IGP Aveyron,sec,rosé,1.0,2.0,8.0,10.0,,,rosé
Vins de pays/IGP Comté tolosan,Vins de pays/IGP Comté tolosan,sec,rouge,2.0,4.0,14.0,16.0,,,rouge
Vins de pays/IGP Comté tolosan,Vins de pays/IGP Comté tolosan,sec,blanc,1.0,3.0,8.0,11.0,,,blanc
Vins de pays/IGP Comté tolosan,Vins de pays/IGP Comté tolosan,sec,rosé,1.0,3.0,9.0,11.0,,,rosé
Vins de pays/IGP Corrèze,Vins de pays/IGP Corrèze,sec,rouge,1.0,4.0,16.0,16.0,,,rouge
Vins de pays/IGP Corrèze,Vins de pays/IGP Corrèze,doux,rouge,2.0,10.0,8.0,10.0,,,rouge
Vins de pays/IGP Corrèze,Vins de pays/IGP Corrèze,sec,blanc,2.0,6.0,8.0,10.0,,,blanc
Vins de pays/IGP Corrèze,Vins de pays/IGP Corrèze,sec,rosé,1.0,2.0,8.0,10.0,,,rosé
Vins de pays/IGP Coteaux de Glanes,Vins de pays/IGP Coteaux de Glanes,sec,rouge,1.0,3.0,14.0,16.0,,,rouge
Vins de pays/IGP Coteaux de Glanes,Vins de pays/IGP Coteaux de Glanes,sec,rosé,1.0,2.0,8.0,10.0,,,rosé
Vins de pays/IGP Côtes de Gascogne,Vins de pays/IGP Côtes de Gascogne,sec,rouge,2.0,5.0,16.0,16.0,,,rouge
Vins de pays/IGP Côtes de Gascogne,Vins de pays/IGP Côtes de Gascogne,sec,blanc,1.0,3.0,8.0,10.0,,,blanc
Vins de pays/IGP Côtes de Gascogne,Vins de pays/IGP Côtes de Gascogne,sec,rosé,1.0,4.0,9.0,11.0,,,rosé
Vins de pays/IGP Côtes du Lot,Vins de pays/IGP Côtes du Lot,sec,rouge,1.0,5.0,13.0,15.0,,,rouge
Vins de pays/IGP Côtes du Lot,Vins de pays/IGP Côtes du Lot,sec,blanc,1.0,4.0,10.0,12.0,,,blanc
Vins de pays/IGP Côtes du Lot,Vins de pays/IGP Côtes du Lot,sec,rosé,1.0,2.0,8.0,10.0,,,rosé
Vins de pays/IGP Côtes du Tarn,Vins de pays/IGP Côtes du Tarn,sec,rouge,2.0,5.0,16.0,16.0,,,rouge
Vins de pays/IGP Côtes du Tarn,Vins de pays/IGP Côtes du Tarn,sec,blanc,1.0,5.0,10.0,12.0,,,blanc
Vins de pays/IGP Côtes du Tarn,Vins de pays/IGP Côtes du Tarn,sec,rosé,1.0,2.0,8.0,9.0,,,rosé
Vins de pays/IGP Gers,Vins de pays/IGP Gers,sec,rouge,1.0,4.0,14.0,16.0,,,rouge
Vins de pays/IGP Gers,Vins de pays/IGP Gers,sec,blanc,1.0,3.0,8.0,10.0,,,blanc
Vins de pays/IGP Gers,Vins de pays/IGP Gers,doux,blanc,1.0,4.0,9.0,11.0,,,jaune
Vins de pays/IGP Gers,Vins de pays/IGP Gers,sec,rosé,1.0,2.0,8.0,10.0,,,rosé
Vins de pays/IGP Périgord,Vins de pays/IGP Périgord Domme,sec,rouge,3.0,6.0,16.0,18.0,,,rouge
Vins de pays/IGP Périgord,Vins de pays/IGP Périgord,sec,rouge,2.0,5.0,16.0,18.0,,,rouge
Vins de pays/IGP Périgord,Vins de pays/IGP Périgord,sec,blanc,1.0,3.0,9.0,11.0,,,blanc
Vins de pays/IGP Périgord,Vins de pays/IGP Périgord,sec,rosé,1.0,2.0,8.0,10.0,,,rosé
Vins de pays/IGP Thézac-Perricard,Vins de pays/IGP Thézac-Perricard,sec,rouge,2.0,6.0,15.0,16.0,,,rouge
Vins de pays/IGP Thézac-Perricard,Vins de pays/IGP Thézac-Perricard,sec,rosé,1.0,2.0,8.0,9.0,,,rosé
Tursan,Tursan,sec,rouge,4.0,15.0,16.0,16.0,,,rouge
VINS-D'ESTAING,Tursan,sec,blanc,2.0,5.0,8.0,10.0,,,blanc
VINS-D'ESTAING,Tursan,sec,rosé,1.0,3.0,10.0,11.0,,,rosé
Anjou,Anjou,sec,rouge,2.0,5.0,14.0,15.0,,,rouge
Anjou,Anjou,sec,blanc,2.0,4.0,8.0,10.0,,,blanc
Anjou,Anjou-Gamay,sec,rouge,1.0,1.0,13.0,14.0,,,rouge
Anjou,Anjou,effervescent,blanc,1.0,3.0,6.0,8.0,,,blanc
Anjou,Anjou,effervescent,rouge,1.0,3.0,8.0,10.0,,,rouge
Anjou-coteaux-de-la-loire,Anjou-coteaux-de-la-loire,doux,blanc,2.0,15.0,8.0,10.0,,,jaune
Anjou-villages,Anjou-villages,sec,rouge,4.0,12.0,16.0,16.0,,,rouge
Anjou-villages-brissac,Anjou-villages-brissac,sec,rouge,5.0,15.0,16.0,16.0,,,rouge
Bonnezeaux,Bonnezeaux,doux,blanc,5.0,35.0,10.0,12.0,,,jaune
Bourgueil,Bourgueil,sec,rouge,3.0,16.0,14.0,16.0,,,rouge
Bourgueil,Bourgueil,sec,rosé,1.0,3.0,8.0,10.0,,,rosé
Cabernet-d'anjou,Cabernet-d'anjou,moelleux,rosé,2.0,3.0,8.0,11.0,,,rosé
Cabernet-d'anjou,Cabernet-d'anjou,doux,rosé,2.0,3.0,8.0,11.0,,,rosé
Cabernet-de-saumur,Cabernet-de-saumur,sec,rosé,1.0,2.0,10.0,12.0,,,rosé
Cabernet-de-saumur,Cabernet-de-saumur,moelleux,rosé,2.0,3.0,8.0,10.0,,,rosé
Châteaumeillant,Châteaumeillant,sec,rouge,2.0,5.0,14.0,16.0,,,rouge
Châteaumeillant,Châteaumeillant,sec,blanc,1.0,3.0,8.0,10.0,,,blanc
Chaume,Chaume,doux,blanc,3.0,25.0,11.0,13.0,,,jaune
Cheverny,Cheverny,sec,rouge,3.0,10.0,14.0,14.0,,,rouge
Cheverny,Cheverny,sec,blanc,1.0,5.0,8.0,10.0,,,blanc
Cheverny,Cheverny,sec,rosé,1.0,2.0,8.0,10.0,,,rosé
Chinon,Chinon,sec,rouge,4.0,20.0,16.0,16.0,,,rouge
Chinon,Chinon,sec,blanc,2.0,5.0,10.0,12.0,,,blanc
Chinon,Chinon,sec,rosé,1.0,3.0,9.0,11.0,,,rosé
Côte-roannaise,Côte-roannaise,sec,rouge,1.0,5.0,14.0,16.0,,,rouge
Côte-roannaise,Côte-roannaise,sec,rosé,1.0,2.0,8.0,10.0,,,rosé
Coteaux-d'ancenis,Coteaux-d'ancenis,sec,rouge,3.0,7.0,14.0,16.0,,,rouge
Coteaux-d'ancenis,Coteaux-d'ancenis,sec,blanc,2.0,5.0,10.0,12.0,,,blanc
Coteaux-d'ancenis,Coteaux-d'ancenis,sec,rosé,1.0,3.0,10.0,12.0,,,rosé
Coteaux-d'ancenis,Coteaux-d'ancenis Malvoisie,sec,blanc,3.0,15.0,10.0,10.0,,,blanc
Coteaux-de-l'aubance,Coteaux-de-l'aubance vendanges tardives,doux,blanc,5.0,20.0,9.0,12.0,,,jaune
Coteaux-de-l'aubance,Coteaux-de-l'aubance sélection de grains nobles,doux,blanc,5.0,35.0,10.0,13.0,,,jaune
Coteaux-de-saumur,Coteaux-de-saumur,doux,blanc,5.0,20.0,10.0,12.0,,,jaune
Coteaux-du-giennois,Coteaux-du-giennois,sec,rouge,2.0,6.0,14.0,15.0,,,rouge
Coteaux-du-giennois,Coteaux-du-giennois,sec,blanc,1.0,3.0,8.0,10.0,,,blanc
Coteaux-du-giennois,Coteaux-du-giennois,sec,rosé,1.0,2.0,10.0,12.0,,,rosé
Coteaux-du-layon,Coteaux-du-layon,doux,blanc,5.0,25.0,10.0,13.0,,,jaune
Coteaux-du-layon,Coteaux-du-layon sélection de grains nobles,doux,blanc,5.0,35.0,10.0,13.0,,,jaune
Coteaux-du-loir,Coteaux-du-loir,sec,rouge,1.0,4.0,14.0,14.0,,,rouge
Coteaux-du-loir,Coteaux-du-loir,sec,blanc,1.0,6.0,10.0,12.0,,,blanc
Coteaux-du-loir,Coteaux-du-loir,sec,rosé,1.0,2.0,10.0,12.0,,,rosé
Coteaux-du-vendômois,Coteaux-du-vendômois,sec,rouge,1.0,3.0,14.0,14.0,,,rouge
Coteaux-du-vendômois,Coteaux-du-vendômois,sec,blanc,1.0,3.0,10.0,11.0,,,blanc
Coteaux-du-vendômois,Coteaux-du-vendômois,sec,blanc,1.0,2.0,11.0,12.0,,,blanc
Côtes-d'auvergne,Côtes-d'auvergne,sec,rouge,3.0,7.0,15.0,16.0,,,rouge
Côtes-d'auvergne,Côtes-d'auvergne,sec,blanc,2.0,4.0,12.0,14.0,,,blanc
Côtes-d'auvergne,Côtes-d'auvergne,sec,rosé,1.0,3.0,10.0,12.0,,,rosé
Côtes-du-forez,Côtes-du-forez,sec,rouge,2.0,4.0,14.0,14.0,,,rouge
Côtes-du-forez,Côtes-du-forez,sec,rosé,1.0,2.0,11.0,12.0,,,rosé
Cour-cheverny,Cour-cheverny,sec,blanc,2.0,5.0,9.0,11.0,,,blanc
Crémant-de-loire,Crémant-de-loire,effervescent,blanc,1.0,4.0,7.0,9.0,,,blanc
Crémant-de-loire,Crémant-de-loire,effervescent,rosé,1.0,3.0,8.0,9.0,,,rosé
Fiefs-vendéens,Fiefs-vendéens,sec,rouge,3.0,12.0,16.0,0.0,,,rouge
Fiefs-vendéens,Fiefs-vendéens,sec,blanc,3.0,10.0,12.0,13.0,,,blanc
Fiefs-vendéens,Fiefs-vendéens,sec,rosé,1.0,3.0,11.0,12.0,,,rosé
Gros-plant-du-pays-nantais,Gros-plant-du-pays-nantais,sec,blanc,1.0,4.0,8.0,10.0,,,blanc
Jasnières,Jasnières,sec,blanc,3.0,15.0,11.0,13.0,,,blanc
Menetou-salon,Menetou-salon,sec,rouge,3.0,10.0,16.0,16.0,,,rouge
Menetou-salon,Menetou-salon,sec,blanc,3.0,8.0,10.0,12.0,,,blanc
Menetou-salon,Menetou-salon,sec,rosé,1.0,3.0,10.0,11.0,,,rosé
Montlouis-sur-loire,Montlouis-sur-loire,sec,blanc,3.0,8.0,10.0,12.0,,,blanc
Montlouis-sur-loire,Montlouis-sur-loire,moelleux,blanc,5.0,20.0,9.0,11.0,,,blanc
Montlouis-sur-loire,Montlouis-sur-loire,effervescent,blanc,1.0,2.0,6.0,8.0,,,blanc
Muscadet,Muscadet,sec,blanc,1.0,5.0,8.0,10.0,,,blanc
Muscadet,Muscadet sur lie,sec,blanc,3.0,10.0,8.0,10.0,,,blanc
Muscadet-coteaux-de-la-loire,Muscadet-coteaux-de-la-loire,sec,blanc,1.0,5.0,8.0,10.0,,,blanc
Muscadet-côtes-de-grand-lieu,Muscadet-côtes-de-grand-lieu,sec,blanc,1.0,5.0,8.0,10.0,,,blanc
Muscadet-sèvre-et-maine,Muscadet-sèvre-et-maine,sec,blanc,1.0,5.0,8.0,10.0,,,blanc
Orléans,Orléans,sec,rouge,1.0,4.0,13.0,14.0,,,rouge
Orléans,Orléans,sec,blanc,1.0,3.0,10.0,11.0,,,blanc
Orléans,Orléans,sec,rosé,1.0,2.0,8.0,10.0,,,rosé
Orléans-cléry,Orléans-cléry,sec,rouge,2.0,5.0,13.0,14.0,,,rouge
Pouilly-fumé,Pouilly-fumé,sec,blanc,3.0,15.0,10.0,12.0,,,blanc
Pouilly-sur-loire,Pouilly-sur-loire,sec,blanc,2.0,6.0,10.0,12.0,,,blanc
Quarts-de-chaume,Quarts-de-chaume,doux,blanc,5.0,35.0,8.0,10.0,,,jaune
Quincy,Quincy,sec,blanc,3.0,10.0,10.0,12.0,,,blanc
Reuilly,Reuilly,sec,rouge,1.0,4.0,16.0,16.0,,,rouge
Reuilly,Reuilly,sec,blanc,1.0,3.0,10.0,11.0,,,blanc
Reuilly,Reuilly,sec,rosé,1.0,2.0,12.0,12.0,,,rosé
Rosé-d'anjou,Rosé-d'anjou,moelleux,rosé,1.0,4.0,10.0,12.0,,,rosé
Rosé-de-loire,Rosé-de-loire,sec,rosé,1.0,3.0,8.0,10.0,,,rosé
Saint-nicolas-de-bourgueil,Saint-nicolas-de-bourgueil,sec,rouge,3.0,17.0,14.0,16.0,,,rouge
Saint-nicolas-de-bourgueil,Saint-nicolas-de-bourgueil,sec,rosé,1.0,4.0,10.0,11.0,,,rosé
Saint-pourçain,Saint-pourçain,sec,rouge,2.0,6.0,14.0,14.0,,,rouge
Saint-pourçain,Saint-pourçain,sec,blanc,1.0,5.0,10.0,10.0,,,blanc
Saint-pourçain,Saint-pourçain,sec,rosé,1.0,3.0,9.0,11.0,,,rosé
Sancerre,Sancerre,sec,rouge,2.0,8.0,14.0,15.0,,,rouge
Sancerre,Sancerre,sec,blanc,2.0,15.0,10.0,12.0,,,blanc
Sancerre,Sancerre,sec,rosé,1.0,4.0,12.0,12.0,,,rosé
Saumur,Saumur,sec,rouge,3.0,10.0,16.0,16.0,,,rouge
Saumur,Saumur Puy-Notre-Dame,sec,rouge,3.0,15.0,15.0,15.0,,,rouge
Saumur,Saumur,sec,blanc,2.0,10.0,12.0,14.0,,,blanc
Saumur,Saumur,effervescent,blanc,1.0,3.0,6.0,8.0,,,blanc
Saumur,Saumur,effervescent,rosé,1.0,2.0,6.0,8.0,,,rosé
