area,cru,type,couleur,age_min,age_max,t_min,t_max,glass_type,comments,color
Saumur-champigny,Saumur-champigny,sec,rouge,3.0,12.0,16.0,16.0,,,rouge
Savennières,Savennières,sec,blanc,3.0,15.0,11.0,13.0,,,blanc
Savennières-coulée-de-serrant,Savennières-coulée-de-serrant,sec,blanc,4.0,20.0,11.0,13.0,,,blanc
Savennières-roche-aux-moines,Savennières-roche-aux-moines,sec,blanc,3.0,15.0,11.0,13.0,,,blanc
Touraine,Touraine,sec,rouge,2.0,10.0,14.0,15.0,,,rouge
Touraine,Touraine,sec,blanc,1.0,5.0,8.0,10.0,,,blanc
Touraine,Touraine,sec,rosé,1.0,3.0,8.0,10.0,,,rosé
Touraine,Touraine,effervescent,blanc,1.0,4.0,6.0,8.0,,,blanc
Touraine,Touraine,effervescent,rosé,1.0,4.0,7.0,9.0,,,rosé
Touraine,Touraine,effervescent,rouge,1.0,4.0,10.0,12.0,,,rouge
Touraine-noble-joué,Touraine-noble-joué,sec,rosé,2.0,4.0,8.0,10.0,,,rosé
TOURAINE-AMBOISE,TOURAINE-AMBOISE,sec,rouge,2.0,10.0,14.0,15.0,,,rouge
TOURAINE-AMBOISE,TOURAINE-AMBOISE,sec,blanc,1.0,5.0,8.0,10.0,,,blanc
TOURAINE-AMBOISE,TOURAINE-AMBOISE,sec,rosé,1.0,3.0,8.0,10.0,,,rosé
TOURAINE-AZAY-LE-RIDEAU,TOURAINE-AZAY-LE-RIDEAU,sec,blanc,2.0,10.0,10.0,12.0,,,blanc
TOURAINE-AZAY-LE-RIDEAU,TOURAINE-AZAY-LE-RIDEAU,sec,rosé,1.0,3.0,10.0,12.0,,,rosé
TOURAINE-CHENONCEAUX,TOURAINE-CHENONCEAUX,sec,rouge,3.0,10.0,14.0,15.0,,,rouge
TOURAINE-CHENONCEAUX,TOURAINE-CHENONCEAUX,sec,blanc,1.0,3.0,8.0,10.0,,,blanc
TOURAINE-MESLAND,TOURAINE-MESLAND,sec,rouge,3.0,10.0,14.0,15.0,,,rouge
TOURAINE-MESLAND,TOURAINE-MESLAND,sec,blanc,1.0,5.0,8.0,10.0,,,blanc
TOURAINE-MESLAND,TOURAINE-MESLAND,sec,rosé,1.0,3.0,8.0,10.0,,,rosé
TOURAINE-OISLY,TOURAINE-OISLY,sec,blanc,1.0,5.0,10.0,12.0,,,blanc
Valençay,Valençay,sec,rouge,2.0,5.0,14.0,14.0,,,rouge
Valençay,Valençay,sec,blanc,1.0,4.0,10.0,11.0,,,blanc
Valençay,Valençay,sec,rosé,1.0,3.0,9.0,11.0,,,rosé
Vins de pays/IGP Allier,Vins de pays/IGP Allier,sec,rouge,1.0,4.0,14.0,16.0,,,rouge
Vins de pays/IGP Allier,Vins de pays/IGP Allier,sec,blanc,1.0,2.0,8.0,10.0,,,blanc
Vins de pays/IGP Allier,Vins de pays/IGP Allier,sec,rosé,1.0,2.0,8.0,10.0,,,rosé
Vins de pays/IGP Calvados,Vins de pays/IGP Calvados,sec,rouge,1.0,4.0,12.0,14.0,,,rouge
Vins de pays/IGP Calvados,Vins de pays/IGP Calvados,sec,blanc,1.0,6.0,9.0,11.0,,,blanc
Vins de pays/IGP Calvados,Vins de pays/IGP Calvados,sec,rosé,1.0,2.0,8.0,10.0,,,rosé
Vins de pays/IGP Cher,Vins de pays/IGP Cher,sec,rouge,2.0,4.0,13.0,15.0,,,rouge
Vins de pays/IGP Cher,Vins de pays/IGP Cher,sec,blanc,1.0,4.0,8.0,10.0,,,blanc
Vins de pays/IGP Cher,Vins de pays/IGP Cher,sec,rosé,1.0,3.0,8.0,10.0,,,rosé
Vins de pays/IGP Coteaux charitois,Vins de pays/IGP Coteaux charitois,sec,rouge,2.0,4.0,15.0,16.0,,,rouge
Vins de pays/IGP Coteaux charitois,Vins de pays/IGP Coteaux charitois,sec,blanc,2.0,6.0,10.0,12.0,,,blanc
Vins de pays/IGP Coteaux charitois,Vins de pays/IGP Coteaux charitois,sec,rosé,1.0,2.0,9.0,11.0,,,rosé
Vins de pays/IGP Côtes de la Charité,Vins de pays/IGP Côtes de la Charité,sec,rouge,2.0,6.0,13.0,15.0,,,rouge
Vins de pays/IGP Côtes de la Charité,Vins de pays/IGP Côtes de la Charité,sec,blanc,2.0,5.0,12.0,14.0,,,blanc
Vins de pays/IGP Côtes de la Charité,Vins de pays/IGP Côtes de la Charité,sec,rosé,1.0,3.0,9.0,11.0,,,rosé
Vins de pays/IGP Haute-Vienne,Vins de pays/IGP Haute-Vienne,sec,rouge,1.0,4.0,13.0,15.0,,,rouge
Vins de pays/IGP Haute-Vienne,Vins de pays/IGP Haute-Vienne,sec,blanc,1.0,3.0,10.0,11.0,,,blanc
Vins de pays/IGP Haute-Vienne,Vins de pays/IGP Haute-Vienne,sec,rosé,1.0,2.0,8.0,10.0,,,rosé
Vins de pays/IGP Puy-de-Dôme,Vins de pays/IGP Puy-de-Dôme,sec,rouge,2.0,5.0,16.0,16.0,,,rouge
Vins de pays/IGP Puy-de-Dôme,Vins de pays/IGP Puy-de-Dôme,sec,blanc,1.0,3.0,8.0,10.0,,,blanc
Vins de pays/IGP Puy-de-Dôme,Vins de pays/IGP Puy-de-Dôme,sec,rosé,1.0,2.0,8.0,10.0,,,rosé
Vins de pays/IGP Urfé,Vins de pays/IGP Urfé,sec,rouge,2.0,6.0,14.0,15.0,,,rouge
Vins de pays/IGP Urfé,Vins de pays/IGP Urfé,sec,blanc,1.0,5.0,11.0,13.0,,,blanc
Vins de pays/IGP Urfé,Vins de pays/IGP Urfé,sec,rosé,1.0,2.0,9.0,10.0,,,rosé
Vins de pays/IGP Val de Loire,Vins de pays/IGP Val de Loire,sec,rouge,2.0,6.0,15.0,17.0,,,rouge
Vins de pays/IGP Val de Loire,Vins de pays/IGP Val de Loire,sec,blanc,1.0,5.0,9.0,12.0,,,blanc
Vins de pays/IGP Val de Loire,Vins de pays/IGP Val de Loire,sec,rosé,1.0,3.0,9.0,11.0,,,rosé
Vouvray,Vouvray,sec,blanc,4.0,17.0,10.0,12.0,,,blanc
Vouvray,Vouvray,moelleux,blanc,5.0,45.0,10.0,12.0,,,blanc
Vouvray,Vouvray,effervescent,blanc,1.0,3.0,8.0,10.0,,,blanc
Beaumes-de-venise,Beaumes-de-venise,sec,rouge,3.0,10.0,16.0,16.0,,,rouge
Cairanne,Cairanne,sec,rouge,3.0,10.0,15.0,17.0,,,rouge
Cairanne,Cairanne,sec,blanc,2.0,8.0,12.0,13.0,,,blanc
Cairanne,Cairanne,sec,rosé,1.0,4.0,10.0,11.0,,,rosé
Château-grillet,Château-grillet,sec,blanc,3.0,15.0,10.0,12.0,,,blanc
Châteauneuf-du-pape,Châteauneuf-du-pape,sec,rouge,5.0,25.0,15.0,17.0,,,rouge
Châteauneuf-du-pape,Châteauneuf-du-pape,sec,blanc,3.0,15.0,12.0,14.0,,,blanc
Châtillon-en-diois,Châtillon-en-diois,sec,rouge,3.0,8.0,15.0,17.0,,,rouge
Châtillon-en-diois,Châtillon-en-diois,sec,blanc,1.0,4.0,12.0,14.0,,,blanc
Châtillon-en-diois,Châtillon-en-diois,sec,rosé,1.0,3.0,9.0,11.0,,,rosé
Clairette-de-bellegarde,Clairette-de-bellegarde,sec,blanc,1.0,2.0,10.0,11.0,,,blanc
Clairette-de-die,Clairette-de-die,effervescent,blanc,1.0,2.0,7.0,9.0,,,blanc
Condrieu,Condrieu,sec,blanc,3.0,12.0,12.0,13.0,,,blanc
Condrieu,Condrieu,doux,blanc,5.0,50.0,11.0,13.0,,,jaune
Cornas,Cornas,sec,rouge,5.0,20.0,16.0,16.0,,,rouge
Costières-de-nîmes,Costières-de-nîmes,sec,rouge,2.0,6.0,16.0,16.0,,,rouge
Costières-de-nîmes,Costières-de-nîmes,sec,blanc,1.0,4.0,8.0,10.0,,,blanc
Costières-de-nîmes,Costières-de-nîmes,sec,rosé,1.0,2.0,10.0,12.0,,,rosé
Côte-rôtie,Côte-rôtie,sec,rouge,5.0,20.0,15.0,17.0,,,rouge
Coteaux-de-die,Coteaux-de-die,sec,blanc,1.0,4.0,10.0,12.0,,,blanc
Côtes-du-rhône,Côtes-du-rhône,sec,rouge,2.0,8.0,15.0,17.0,,,rouge
Côtes-du-rhône,Côtes-du-rhône,sec,blanc,1.0,5.0,10.0,12.0,,,blanc
Côtes-du-rhône,Côtes-du-rhône,sec,rosé,1.0,2.0,11.0,13.0,,,rosé
Côtes-du-rhône-villages,Côtes-du-rhône-villages,sec,rouge,1.0,10.0,16.0,0.0,,,rouge
Côtes-du-rhône-villages,Côtes-du-rhône-villages,sec,blanc,1.0,6.0,11.0,0.0,,,blanc
Côtes-du-rhône-villages,Côtes-du-rhône-villages,sec,rosé,1.0,4.0,10.0,0.0,,,rosé
Côtes-du-vivarais,Côtes-du-vivarais,sec,rouge,3.0,8.0,16.0,16.0,,,rouge
Côtes-du-vivarais,Côtes-du-vivarais,sec,blanc,2.0,5.0,11.0,13.0,,,blanc
Côtes-du-vivarais,Côtes-du-vivarais,sec,rosé,1.0,4.0,10.0,11.0,,,rosé
Crémant-de-die,Crémant-de-die,effervescent,blanc,1.0,3.0,7.0,9.0,,,blanc
Crozes-hermitage,Crozes-hermitage,sec,rouge,2.0,10.0,15.0,17.0,,,rouge
Crozes-hermitage,Crozes-hermitage,sec,blanc,1.0,6.0,10.0,12.0,,,blanc
Gigondas,Gigondas,sec,rouge,5.0,20.0,16.0,17.0,,,rouge
Gigondas,Gigondas,sec,rosé,1.0,5.0,11.0,13.0,,,rosé
Grignan-les-adhémar,Grignan-les-adhémar,sec,rouge,2.0,6.0,15.0,17.0,,,rouge
Grignan-les-adhémar,Grignan-les-adhémar,sec,blanc,2.0,4.0,10.0,12.0,,,blanc
Grignan-les-adhémar,Grignan-les-adhémar,sec,rosé,1.0,2.0,8.0,10.0,,,rosé
Hermitage,Hermitage,sec,rouge,7.0,40.0,16.0,16.0,,,rouge
Hermitage,Hermitage,sec,blanc,5.0,20.0,11.0,13.0,,,blanc
Hermitage,Hermitage,doux,blanc,5.0,50.0,10.0,13.0,,,jaune
Lirac,Lirac,sec,rouge,3.0,10.0,15.0,17.0,,,rouge
Lirac,Lirac,sec,rosé,2.0,4.0,10.0,12.0,,,rosé
Lirac,Lirac,sec,blanc,1.0,5.0,10.0,11.0,,,blanc
Luberon,Luberon,sec,rouge,2.0,8.0,15.0,17.0,,,rouge
Luberon,Luberon,sec,rosé,1.0,3.0,10.0,12.0,,,rosé
Luberon,Luberon,sec,blanc,2.0,5.0,10.0,11.0,,,blanc
Muscat-de-beaumes-de-venise,Muscat-de-beaumes-de-venise,doux,rouge,3.0,15.0,8.0,10.0,,,rouge
Muscat-de-beaumes-de-venise,Muscat-de-beaumes-de-venise,doux,blanc,2.0,15.0,6.0,8.0,,,jaune
Muscat-de-beaumes-de-venise,Muscat-de-beaumes-de-venise,doux,rosé,2.0,10.0,8.0,10.0,,,rosé
Pierrevert,Pierrevert,,,0.0,0.0,0.0,0.0,,,
Rasteau,Rasteau,doux,rouge,5.0,25.0,14.0,16.0,,,rouge
Rasteau,Rasteau,doux,blanc,5.0,20.0,10.0,12.0,,,jaune
Rasteau,Rasteau rancio,doux,blanc,5.0,50.0,12.0,14.0,,,jaune
Rasteau sec,Rasteau sec,sec,rouge,5.0,15.0,14.0,16.0,,,rouge
Saint-joseph,Saint-joseph,sec,blanc,2.0,10.0,11.0,13.0,,,blanc
Saint-joseph,Saint-joseph,sec,rouge,3.0,20.0,15.0,17.0,,,rouge
Saint-péray,Saint-péray,sec,blanc,3.0,10.0,10.0,11.0,,,blanc
Saint-péray,Saint-péray,effervescent,blanc,1.0,3.0,7.0,9.0,,,blanc
Tavel,Tavel,sec,rosé,1.0,5.0,10.0,12.0,,,rosé
Vacqueyras,Vacqueyras,sec,rouge,3.0,15.0,15.0,17.0,,,rouge
Vacqueyras,Vacqueyras,sec,blanc,2.0,6.0,10.0,12.0,,,blanc
Vacqueyras,Vacqueyras,sec,rosé,1.0,4.0,12.0,14.0,,,rosé
Vins de pays/IGP Ardèche,Vins de pays/IGP Ardèche,sec,rouge,2.0,4.0,16.0,16.0,,,rouge
Vins de pays/IGP Ardèche,Vins de pays/IGP Ardèche,sec,blanc,1.0,4.0,8.0,10.0,,,blanc
Vins de pays/IGP Ardèche,Vins de pays/IGP Ardèche,sec,rosé,1.0,2.0,8.0,10.0,,,rosé
Vins de pays/IGP Collines rhodaniennes,Vins de pays/IGP Collines rhodaniennes,sec,rouge,2.0,8.0,16.0,16.0,,,rouge
Vins de pays/IGP Collines rhodaniennes,Vins de pays/IGP Collines rhodaniennes,sec,blanc,1.0,5.0,10.0,12.0,,,blanc
Vins de pays/IGP Collines rhodaniennes,Vins de pays/IGP Collines rhodaniennes,sec,rosé,1.0,2.0,8.0,10.0,,,rosé
Vins de pays/IGP Comté de Grignan,Vins de pays/IGP Comté de Grignan,sec,rouge,2.0,6.0,16.0,16.0,,,rouge
Vins de pays/IGP Comté de Grignan,Vins de pays/IGP Comté de Grignan,sec,blanc,1.0,5.0,10.0,12.0,,,blanc
Vins de pays/IGP Comté de Grignan,Vins de pays/IGP Comté de Grignan,sec,rosé,1.0,2.0,8.0,10.0,,,rosé
Vins de pays/IGP Coteaux des Baronnies,Vins de pays/IGP Coteaux des Baronnies,sec,rouge,2.0,5.0,14.0,16.0,,,rouge
Vins de pays/IGP Coteaux des Baronnies,Vins de pays/IGP Coteaux des Baronnies,sec,blanc,1.0,2.0,11.0,13.0,,,blanc
Vins de pays/IGP Coteaux des Baronnies,Vins de pays/IGP Coteaux des Baronnies,sec,rosé,1.0,2.0,8.0,10.0,,,rosé
Vins de pays/IGP Drôme,Vins de pays/IGP Drôme,sec,rouge,1.0,5.0,16.0,16.0,,,rouge
Vins de pays/IGP Drôme,Vins de pays/IGP Drôme,sec,blanc,1.0,2.0,8.0,10.0,,,blanc
Vins de pays/IGP Drôme,Vins de pays/IGP Drôme,sec,rosé,1.0,4.0,12.0,14.0,,,rosé
Vins de pays/IGP Vaucluse,Vins de pays/IGP Vaucluse,sec,rouge,2.0,6.0,16.0,16.0,,,rouge
Vins de pays/IGP Vaucluse,Vins de pays/IGP Vaucluse,sec,blanc,1.0,4.0,10.0,12.0,,,blanc
Vins de pays/IGP Vaucluse,Vins de pays/IGP Vaucluse,sec,rosé,1.0,3.0,10.0,12.0,,,rosé
Ventoux,Ventoux,sec,rouge,2.0,5.0,14.0,16.0,,,rouge
Ventoux,Ventoux,sec,blanc,1.0,4.0,10.0,12.0,,,blanc
Ventoux,Ventoux,sec,rosé,1.0,2.0,10.0,11.0,,,rosé
Vinsobres,Vinsobres,sec,rouge,3.0,8.0,16.0,16.0,,,rouge
Rancio sec,Rancio sec,sec,blanc,1.0,20.0,13.0,15.0,,,blanc
Vins de pays/IGP Argens,Vins de pays/IGP Argens,,,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Balmes dauphinoises,Vins de pays/IGP Balmes dauphinoises,,,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Bénovie,Vins de pays/IGP Bénovie,,,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Bessan,Vins de pays/IGP Bessan,,,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Cassan,Vins de pays/IGP Cassan,,,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Catalan,Vins de pays/IGP Catalan,,,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Caux,Vins de pays/IGP Caux,,,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Cessenon,Vins de pays/IGP Cessenon,,,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Collines de la Moure,Vins de pays/IGP Collines de la Moure,,,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Coteaux de Bessilles,Vins de pays/IGP Coteaux de Bessilles,,,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Coteaux de l'Ardèche,Vins de pays/IGP Coteaux de l'Ardèche,,,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Coteaux de Laurens,Vins de pays/IGP Coteaux de Laurens,,,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Coteaux de Montélimar,Vins de pays/IGP Coteaux de Montélimar,,,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Coteaux de Murviel,Vins de pays/IGP Coteaux de Murviel,,,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Coteaux des Fenouillèdes,Vins de pays/IGP Coteaux des Fenouillèdes,,,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Coteaux du Grésivaudan,Vins de pays/IGP Coteaux du Grésivaudan,,,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Coteaux du littoral audois,Vins de pays/IGP Coteaux du littoral audois,,,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Coteaux du Salagou,Vins de pays/IGP Coteaux du Salagou,,,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Coteaux du Salavès,Vins de pays/IGP Coteaux du Salavès,,,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Coteaux et terrasses de Montauban,Vins de pays/IGP Coteaux et terrasses de Montauban,,,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Côtes de Pérignan,Vins de pays/IGP Côtes de Pérignan,,,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Côtes du Ceressou,Vins de pays/IGP Côtes du Ceressou,,,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Côtes du Condomois,Vins de pays/IGP Côtes du Condomois,,,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Deux Sèvres,Vins de pays/IGP Deux Sèvres,,,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Dordogne,Vins de pays/IGP Dordogne,,,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Grand-roussillon,Vins de pays/IGP Grand-roussillon,,,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Hauterive,Vins de pays/IGP Hauterive,,,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Hautes Vallées de l'Aude,Vins de pays/IGP Hautes Vallées de l'Aude,,,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Hauts de Badens,Vins de pays/IGP Hauts de Badens,,,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Lastours,Vins de pays/IGP Lastours,,,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Loire-Atlantique,Vins de pays/IGP Loire-Atlantique,,,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Lot-et-Garonne,Vins de pays/IGP Lot-et-Garonne,,,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Meuse,Vins de pays/IGP Meuse,,,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Mont Baudile,Vins de pays/IGP Mont Baudile,,,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Monts de la Grage,Vins de pays/IGP Monts de la Grage,,,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Nièvre,Vins de pays/IGP Nièvre,,,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Petite Crau,Vins de pays/IGP Petite Crau,,,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Principauté d'Orange,Vins de pays/IGP Principauté d'Orange,,,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Pyrénées-Atlantiques,Vins de pays/IGP Pyrénées-Atlantiques,,,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Pyrénées-Orientales,Vins de pays/IGP Pyrénées-Orientales,,,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Sables du Golfe du Lion,Vins de pays/IGP Sables du Golfe du Lion,,,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Saint-Sardos,Vins de pays/IGP Saint-Sardos,,,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Sainte-Baume,Vins de pays/IGP Sainte-Baume,,,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Tarn et Garonne,Vins de pays/IGP Tarn et Garonne,,,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Terroirs landais,Vins de pays/IGP Terroirs landais,,,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Val de Cesse,Vins de pays/IGP Val de Cesse,,,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Val de Montferrand,Vins de pays/IGP Val de Montferrand,,,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Vallée de l'Orb,Vins de pays/IGP Vallée de l'Orb,,,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Vendée,Vins de pays/IGP Vendée,,,0.0,0.0,0.0,0.0,,,
Vins de pays/IGP Vienne,Vins de pays/IGP Vienne,,,0.0,0.0,0.0,0.0,,,
Vins de pays/IGPCoteaux de Fontcaude,Vins de pays/IGPCoteaux de Fontcaude,,,0.0,0.0,0.0,0.0,,,
Vins de pays/IGPCoteaux de Miramont,Vins de pays/IGPCoteaux de Miramont,,,0.0,0.0,0.0,0.0,,,
