Région,Sous-Région,Appellation,Label,Cru,Type,Couleur,Age min,Age max,T°C min,T°max,Type de verre,Commentaires
Bourgogne,Côte de Beaune,Monthélie,AOC,Monthélie,sec,rouge,3,8,16,,,
Bourgogne,Côte de Beaune,Monthélie,AOC,Monthélie Premier Cru,sec,rouge,3,12,16,,,
Bourgogne,Côte de Beaune,Monthélie,AOC,Monthélie,sec,blanc,2,5,13,,,
Bourgogne,Côte de Beaune,Monthélie,AOC,Monthélie Premier Cru,sec,blanc,2,7,13,,,
Bourgogne,Côte de Beaune,Montrachet,AOC,Montrachet Grand Cru,sec,blanc,7,30,12,14,,
Bourgogne,Côte de Beaune,Musigny,AOC,Musigny Grand Cru,sec,rouge,7,35,15,16,,
Bourgogne,Côte de Beaune,Musigny,AOC,Musigny Grand Cru,sec,blanc,7,20,12,14,,
Bourgogne,Côte de Beaune,Pernand-Vergelesses,AOC,Pernand-Vergelesses,sec,rouge,2,7,16,,,
Bourgogne,Côte de Beaune,Pernand-Vergelesses,AOC,Pernand-Vergelesses Premier Cru,sec,rouge,3,12,16,,,
Bourgogne,Côte de Beaune,Pernand-Vergelesses,AOC,Pernand-Vergelesses,sec,blanc,1,4,13,,,
Bourgogne,Côte de Beaune,Pernand-Vergelesses,AOC,Pernand-Vergelesses Premier Cru,sec,blanc,2,10,13,,,
Bourgogne,Côte de Beaune,Pommard,AOC,Pommard,sec,rouge,5,15,16,,,
Bourgogne,Côte de Beaune,Pommard,AOC,Pommard Premier Cru,sec,rouge,6,20,16,,,
Bourgogne,Côte de Beaune,Puligny-Montrachet,AOC,Puligny-Montrachet,sec,rouge,5,10,16,,,
Bourgogne,Côte de Beaune,Puligny-Montrachet,AOC,Puligny-Montrachet Premier Cru,sec,rouge,5,15,16,,,
Bourgogne,Côte de Beaune,Puligny-Montrachet,AOC,Puligny-Montrachet,sec,blanc,3,10,13,,,
Bourgogne,Côte de Beaune,Puligny-Montrachet,AOC,Puligny-Montrachet Premier Cru,sec,blanc,3,15,13,,,
Bourgogne,Côte de Beaune,Saint-Aubin,AOC,Saint-Aubin,sec,rouge,5,12,16,,,
Bourgogne,Côte de Beaune,Saint-Aubin,AOC,Saint-Aubin Premier Cru,sec,rouge,6,15,16,,,
Bourgogne,Côte de Beaune,Saint-Aubin,AOC,Saint-Aubin,sec,blanc,4,10,13,,,
Bourgogne,Côte de Beaune,Saint-Aubin,AOC,Saint-Aubin Premier Cru,sec,blanc,5,15,13,,,
Bourgogne,Côte de Beaune,Saint-Romain,AOC,Saint-Romain,sec,rouge,4,12,16,,,
Bourgogne,Côte de Beaune,Saint-Romain,AOC,Saint-Romain,sec,blanc,2,10,13,,,
Bourgogne,Côte de Beaune,Santenay,AOC,Santenay,sec,rouge,3,7,16,,,
Bourgogne,Côte de Beaune,Santenay,AOC,Santenay Premier Cru,sec,rouge,4,15,16,,,
Bourgogne,Côte de Beaune,Santenay,AOC,Santenay,sec,blanc,2,8,13,,,
Bourgogne,Côte de Beaune,Santenay,AOC,Santenay Premier Cru,sec,blanc,3,17,13,,,
Bourgogne,Côte de Beaune,Savigny-lès-Beaune,AOC,Savigny-lès-Beaune,sec,rouge,4,10,16,,,
Bourgogne,Côte de Beaune,Savigny-lès-Beaune,AOC,Savigny-lès-Beaune Premier Cru,sec,rouge,6,16,16,,,
Bourgogne,Côte de Beaune,Savigny-lès-Beaune,AOC,Savigny-lès-Beaune,sec,blanc,4,10,13,,,
Bourgogne,Côte de Beaune,Savigny-lès-Beaune,AOC,Savigny-lès-Beaune Premier Cru,sec,blanc,5,15,13,,,
Bourgogne,Côte de Beaune,Volnay,AOC,Volnay,sec,rouge,3,6,16,,,
Bourgogne,Côte de Beaune,Volnay,AOC,Volnay Premier Cru,sec,rouge,4,15,16,,,
Bourgogne,Côte de Nuits,BOURGOGNE-HAUTES-CÔTES-DE-NUITS,AOC,BOURGOGNE-HAUTES-CÔTES-DE-NUITS,sec,rouge,3,8,16,,,
Bourgogne,Côte de Nuits,BOURGOGNE-HAUTES-CÔTES-DE-NUITS,AOC,BOURGOGNE-HAUTES-CÔTES-DE-NUITS,sec,blanc,1,6,12,14,,
Bourgogne,Côte de Nuits,Bonnes-Mares,AOC,Bonnes-Mares Grand Cru,sec,rouge,10,25,16,,,
Bourgogne,Côte de Nuits,Chambertin,AOC,Chambertin,sec,rouge,7,15,14,16,,
Bourgogne,Côte de Nuits,Chambertin-Clos-de-Bèze,AOC,Chambertin-Clos de Bèze Grand Cru,sec,rouge,10,35,14,16,,
Bourgogne,Côte de Nuits,Chambolle-Musigny,AOC,Chambolle-Musigny,sec,rouge,5,10,16,16,,
Bourgogne,Côte de Nuits,Chambolle-Musigny,AOC,Chambolle-Musigny Premier Cru,sec,rouge,7,15,16,16,,
Bourgogne,Côte de Nuits,Chapelle-Chambertin,AOC,Chapelle-Chambertin Grand Cru,sec,rouge,7,20,15,16,,
Bourgogne,Côte de Nuits,Charmes-Chambertin,AOC,Charmes-Chambertin Grand Cru,sec,rouge,6,25,16,,,
Bourgogne,Côte de Nuits,Clos-de-la-Roche,AOC,Clos de la Roche Grand Cru,sec,rouge,8,30,16,,,
Bourgogne,Côte de Nuits,Clos-de-Tart,AOC,Clos de Tart Grand Cru,sec,rouge,8,30,15,16,,
Bourgogne,Côte de Nuits,Clos-de-Vougeot,AOC,Clos de Vougeot Grand Cru,sec,rouge,10,35,16,,,
Bourgogne,Côte de Nuits,Clos-des-Lambrays,AOC,Clos des Lambrays Grand Cru,sec,rouge,7,25,16,,,
Bourgogne,Côte de Nuits,Clos-Saint-Denis,AOC,Clos Saint-Denis Grand Cru,sec,rouge,5,20,15,16,,
Bourgogne,Côte de Nuits,CÔTE-DE-NUITS-VILLAGES,AOC,CÔTE-DE-NUITS-VILLAGES,sec,rouge,3,8,16,,,
Bourgogne,Côte de Nuits,CÔTE-DE-NUITS-VILLAGES,AOC,CÔTE-DE-NUITS-VILLAGES,sec,blanc,1,5,12,14,,
Bourgogne,Côte de Nuits,ÉCHÉZEAUX,AOC,Echezeaux Grand Cru,sec,rouge,7,30,16,,,
Bourgogne,Côte de Nuits,Fixin,AOC,Fixin,sec,rouge,3,8,16,,,
Bourgogne,Côte de Nuits,Fixin,AOC,Fixin Premier Cru,sec,rouge,3,10,16,,,
Bourgogne,Côte de Nuits,Fixin,AOC,Fixin,sec,blanc,1,5,13,,,
Bourgogne,Côte de Nuits,Fixin,AOC,Fixin Premier Cru,sec,blanc,1,6,13,,,
Bourgogne,Côte de Nuits,Gevrey-Chambertin,AOC,Gevrey-Chambertin,sec,rouge,2,10,16,,,
Bourgogne,Côte de Nuits,Gevrey-Chambertin,AOC,Gevrey-Chambertin Premier Cru,sec,rouge,4,20,16,,,
Bourgogne,Côte de Nuits,GRANDS-ÉCHÉZEAUX,AOC,Grands-Echezeaux Grand Cru,sec,rouge,5,25,16,,,
Bourgogne,Côte de Nuits,Griotte-Chambertin,AOC,Griotte-Chambertin Grand Cru,sec,rouge,8,30,16,,,
Bourgogne,Côte de Nuits,GRANDE-RUE (LA),AOC,La Grande Rue Grand Cru,sec,rouge,7,25,16,,,
Bourgogne,Côte de Nuits,ROMANÉE (LA),AOC,La Romanée Grand Cru,sec,rouge,10,40,16,,,
Bourgogne,Côte de Nuits,TÂCHE (LA),AOC,La Tâche Grand Cru,sec,rouge,8,30,16,,,
Bourgogne,Côte de Nuits,Latricières-Chambertin,AOC,Latricières-Chambertin Grand Cru,sec,rouge,7,35,16,,,
Bourgogne,Côte de Nuits,Marsannay,AOC,Marsannay,sec,rouge,2,9,16,,,
Bourgogne,Côte de Nuits,Marsannay,AOC,Marsannay,sec,blanc,3,7,12,,,
Bourgogne,Côte de Nuits,Marsannay,AOC,Marsannay,sec,pink,1,4,12,,,
Bourgogne,Côte de Nuits,Mazis-Chambertin,AOC,Mazis-Chambertin Grand Cru,sec,rouge,7,30,16,,,
Bourgogne,Côte de Nuits,Mazoyères-Chambertin,AOC,Mazoyères-Chambertin Grand Cru,sec,rouge,7,30,16,,,
Bourgogne,Côte de Nuits,Morey-Saint-Denis,AOC,Morey-Saint-Denis,sec,rouge,3,12,16,,,
Bourgogne,Côte de Nuits,Morey-Saint-Denis,AOC,Morey-Saint-Denis Premier Cru,sec,rouge,3,15,16,,,
Bourgogne,Côte de Nuits,Morey-Saint-Denis,AOC,Morey-Saint-Denis,sec,blanc,2,8,13,,,
Bourgogne,Côte de Nuits,Morey-Saint-Denis,AOC,Morey-Saint-Denis Premier Cru,sec,blanc,2,12,13,,,
Bourgogne,Côte de Nuits,Nuits-Saint-Georges,AOC,Nuits-Saint-Georges,sec,rouge,4,15,16,,,
Bourgogne,Côte de Nuits,Nuits-Saint-Georges,AOC,Nuits-Saint-Georges Premier Cru,sec,rouge,5,20,16,,,
Bourgogne,Côte de Nuits,Nuits-Saint-Georges,AOC,Nuits-Saint-Georges,sec,blanc,3,8,13,,,
Bourgogne,Côte de Nuits,Nuits-Saint-Georges,AOC,Nuits-Saint-Georges Premier Cru,sec,blanc,3,15,13,,,
Bourgogne,Côte de Nuits,Richebourg,AOC,Richebourg Grand Cru,sec,rouge,7,35,16,,,
Bourgogne,Côte de Nuits,Romanée-Conti,AOC,Romanée-Conti Grand Cru,sec,rouge,7,40,16,,,
Bourgogne,Côte de Nuits,Romanée-Saint-Vivant,AOC,Romanée-Saint-Vivant Grand Cru,sec,rouge,7,35,16,,,
Bourgogne,Côte de Nuits,Ruchottes-Chambertin,AOC,Ruchottes-Chambertin Grand Cru,sec,rouge,7,30,16,,,
Bourgogne,Côte de Nuits,Vosne-Romanée,AOC,Vosne-Romanée,sec,rouge,2,13,16,,,
Bourgogne,Côte de Nuits,Vosne-Romanée,AOC,Vosne-Romanée Premier Cru,sec,rouge,5,20,16,,,
Bourgogne,Côte de Nuits,Vougeot,AOC,Vougeot,sec,rouge,3,12,16,,,
Bourgogne,Côte de Nuits,Vougeot,AOC,Vougeot Premier Cru,sec,rouge,5,15,16,,,
Bourgogne,Côte de Nuits,Vougeot,AOC,Vougeot,sec,blanc,2,10,13,,,
Bourgogne,Côte de Nuits,Vougeot,AOC,Vougeot Premier Cru,sec,blanc,2,15,13,,,
Bourgogne,Coteaux du lyonnais,COTEAUX-DU-LYONNAIS,AOC,COTEAUX-DU-LYONNAIS,sec,rouge,2,5,14,16,,
Bourgogne,Coteaux du lyonnais,COTEAUX-DU-LYONNAIS,AOC,COTEAUX-DU-LYONNAIS,sec,blanc,1,4,10,12,,
Bourgogne,Coteaux du lyonnais,COTEAUX-DU-LYONNAIS,AOC,COTEAUX-DU-LYONNAIS,sec,pink,1,3,9,11,,
Bourgogne,Mâcon,MÂCON ET MÂCON-VILLAGES,AOC,MÂCON ET MÂCON-VILLAGES,sec,rouge,2,6,14,,,
Bourgogne,Mâcon,MÂCON ET MÂCON-VILLAGES,AOC,MÂCON ET MÂCON-VILLAGES,sec,blanc,2,8,12,13,,
Bourgogne,Mâcon,MÂCON ET MÂCON-VILLAGES,AOC,MÂCON ET MÂCON-VILLAGES,sec,pink,1,3,10,,,
Bourgogne,Mâcon,MÂCON SUPÉRIEUR,AOC,MÂCON SUPÉRIEUR,sec,rouge,2,8,14,,,
Bourgogne,Mâcon,MÂCON SUPÉRIEUR,AOC,MÂCON SUPÉRIEUR,sec,blanc,2,10,12,13,,
Bourgogne,Mâcon,MÂCON SUPÉRIEUR,AOC,MÂCON SUPÉRIEUR,sec,pink,1,4,10,,,
Bourgogne,Mâcon,Pouilly-Fuissé,AOC,Pouilly-Fuissé,sec,blanc,3,12,13,,,
Bourgogne,Mâcon,Pouilly-Loché,AOC,Pouilly-Loché,sec,blanc,5,15,13,,,
Bourgogne,Mâcon,Pouilly-Vinzelles,AOC,Pouilly-Vinzelles,sec,blanc,2,8,13,,,
Bourgogne,Mâcon,Saint-Véran,AOC,Saint-Véran,sec,blanc,3,8,13,,,
Bourgogne,Mâcon,Viré-Clessé,AOC,Viré-Clessé,sec,blanc,3,10,13,,,
Centre,Centre,Vins de pays/IGP Comtés rhodaniens,IGP,Vins de pays/IGP Comtés rhodaniens,sec,rouge,2,5,16,16,,
Centre,Centre,Vins de pays/IGP Comtés rhodaniens,IGP,Vins de pays/IGP Comtés rhodaniens,sec,blanc,1,3,8,10,,
Centre,Centre,Vins de pays/IGP Comtés rhodaniens,IGP,Vins de pays/IGP Comtés rhodaniens,sec,pink,2,4,8,10,,
Champagne,Champagne,Champagne,AOC,Champagne millésimé,effervescent,blanc,1,15,10,12,,
Champagne,Champagne,Champagne,AOC,Champagne millésimé,effervescent,pink,1,15,11,12,,
Champagne,Champagne,Champagne,AOC,Champagne BSA,effervescent,blanc,1,8,8,10,,
Champagne,Champagne,Champagne,AOC,Champagne BSA,effervescent,pink,1,8,9,11,,
Champagne,Champagne,Champagne,AOC,Coteaux-Champenois,sec,rouge,3,8,13,14,,
Champagne,Champagne,Champagne,AOC,Coteaux-Champenois,sec,blanc,2,10,10,10,,
Champagne,Champagne,Champagne,AOC,Coteaux-Champenois,sec,pink,1,4,8,10,,
Champagne,Champagne,Champagne,AOC,ROSÉ-DES-RICEYS,sec,pink,2,6,10,12,,
Champagne,Champagne,Vins de pays/IGP Coteaux de Coiffy,IGP,Vins de pays/IGP Coteaux de Coiffy,sec,rouge,2,7,12,14,,
Champagne,Champagne,Vins de pays/IGP Coteaux de Coiffy,IGP,Vins de pays/IGP Coteaux de Coiffy,sec,blanc,2,7,12,14,,
Champagne,Champagne,Vins de pays/IGP Coteaux de Coiffy,IGP,Vins de pays/IGP Coteaux de Coiffy,sec,pink,1,4,11,13,,
Champagne,Champagne,Vins de pays/IGP Haute-Marne,IGP,Vins de pays/IGP Haute-Marne,sec,rouge,2,5,16,17,,
Champagne,Champagne,Vins de pays/IGP Haute-Marne,IGP,Vins de pays/IGP Haute-Marne,sec,blanc,2,5,12,14,,
Champagne,Champagne,Vins de pays/IGP Haute-Marne,IGP,Vins de pays/IGP Haute-Marne,effervescent,blanc,1,3,6,8,,
Champagne,Champagne,Vins de pays/IGP Haute-Marne,IGP,Vins de pays/IGP Haute-Marne,sec,pink,1,3,8,10,,
Champagne,Corse,Ajaccio,AOC,Ajaccio,sec,rouge,2,5,16,16,,
Champagne,Corse,Ajaccio,AOC,Ajaccio,sec,blanc,1,3,7,9,,
Champagne,Corse,Ajaccio,AOC,Ajaccio,sec,pink,1,3,8,10,,
Cognac,Cognac,Vins de pays/IGP Charentais,IGP,Vins de pays/IGP Charentais,sec,rouge,1,4,16,16,,
Cognac,Cognac,Vins de pays/IGP Charentais,IGP,Vins de pays/IGP Charentais,sec,blanc,1,2,9,11,,
Cognac,Cognac,Vins de pays/IGP Charentais,IGP,Vins de pays/IGP Charentais,sec,pink,1,3,8,10,,
Corse,Corse,MUSCAT-DU-CAP-CORSE,AOC,MUSCAT-DU-CAP-CORSE,doux,blanc,3,10,9,11,,
Corse,Corse,Patrimonio,AOC,Patrimonio,sec,rouge,3,10,16,16,,
Corse,Corse,Patrimonio,AOC,Patrimonio,sec,blanc,1,3,10,11,,
Corse,Corse,Patrimonio,AOC,Patrimonio,sec,pink,1,2,12,12,,
Corse,Corse,CORSE (VIN DE),AOC,CORSE (VIN DE),sec,rouge,2,5,16,,,
Corse,Corse,CORSE (VIN DE),AOC,CORSE (VIN DE),sec,blanc,1,3,8,,,
Corse,Corse,CORSE (VIN DE),AOC,CORSE (VIN DE),sec,pink,1,3,10,,,
Jura,Arbois,Arbois,AOC,Arbois,sec,rouge,3,10,14,16,,
Jura,Arbois,Arbois,AOC,Arbois,sec,blanc,1,7,11,,,
Jura,Arbois,Arbois,AOC,Arbois,sec,pink,1,2,10,12,,
Jura,Arbois,Arbois,AOC,Arbois Vin de paille,doux,blanc,5,20,7,8,,
Jura,Arbois,Arbois,AOC,Arbois vin jaune,sec,blanc,7,40,14,14,,
Jura,Château-Châlon,CHÂTEAU-CHALON,AOC,CHÂTEAU-CHALON,sec,blanc,7,60,14,16,,
Jura,Côtes du Jura,CÔTES-DU-JURA,AOC,CÔTES-DU-JURA,sec,blanc,2,8,12,14,,
Jura,Côtes du Jura,CÔTES-DU-JURA,AOC,CÔTES-DU-JURA,sec,rouge,2,10,16,16,,
Jura,Côtes du Jura,CÔTES-DU-JURA,AOC,CÔTES-DU-JURA,sec,pink,1,3,8,10,,
Jura,Côtes du Jura,CÔTES-DU-JURA,AOC,CÔTES-DU-JURA Vin jaune,doux,blanc,6,40,15,16,,
Jura,Côtes du Jura,CÔTES-DU-JURA,AOC,CÔTES-DU-JURA,doux,blanc,5,15,8,10,,
Jura,Crémant du Jura,Crémant du Jura,AOC,CRÉMANT-DU-JURA,effervescent,blanc,1,5,8,,,
Jura,Crémant du Jura,Crémant du Jura,AOC,CRÉMANT-DU-JURA,effervescent,pink,1,4,8,,,
Jura,Etoile,L'ÉTOILE,AOC,L'ÉTOILE,sec,blanc,3,10,12,,,
Jura,Etoile,L'ÉTOILE,AOC,L'ÉTOILE vin jaune,sec,blanc,6,40,14,16,,
Jura,Etoile,L'ÉTOILE,AOC,L'ÉTOILE vin de paille,doux,blanc,10,35,8,10,,
Jura,Jura,Vins de pays/IGP Franche-Comté,IGP,Vins de pays/IGP Franche-Comté,sec,rouge,2,5,16,16,,
Jura,Jura,Vins de pays/IGP Franche-Comté,IGP,Vins de pays/IGP Franche-Comté,sec,blanc,1,5,12,14,,
Jura,Jura,Vins de pays/IGP Franche-Comté,IGP,Vins de pays/IGP Franche-Comté,sec,pink,1,2,9,11,,
Jura,Macvin du Jura,MACVIN-DU-JURA,AOC,MACVIN-DU-JURA,doux,blanc,5,20,10,13,,
Jura,Macvin du Jura,MACVIN-DU-JURA,AOC,MACVIN-DU-JURA,doux,rouge,5,20,11,14,,
Jura,Macvin du Jura,MACVIN-DU-JURA,AOC,MACVIN-DU-JURA,doux,pink,5,15,10,13,,
Languedoc,Cabardès,Cabardès,AOC,Cabardès,sec,rouge,5,10,14,16,,
Languedoc,Cabardès,Cabardès,AOC,Cabardès,sec,pink,1,3,10,12,,
Languedoc,Clairette-du-languedoc,Clairette-du-languedoc,AOC,Clairette-du-languedoc,sec,blanc,1,3,10,10,,
Languedoc,Clairette-du-languedoc,Clairette-du-languedoc,AOC,Clairette-du-languedoc,doux,blanc,5,15,10,13,,
Languedoc,Clairette-du-languedoc,Clairette-du-languedoc,AOC,Clairette-du-languedoc rancio,doux,blanc,4,12,10,13,,
Languedoc,Corbières,Corbières,AOC,Corbières,sec,blanc,4,8,10,11,,
Languedoc,Corbières,Corbières,AOC,Corbières,sec,rouge,4,10,16,18,,
Languedoc,Corbières,Corbières,AOC,Corbières,sec,pink,1,3,8,10,,
Languedoc,Corbières-boutenac,Corbières-boutenac,AOC,Corbières-boutenac,sec,rouge,4,15,16,18,,
Languedoc,Crémant-de-limoux,Crémant-de-limoux,AOC,Crémant-de-limoux,effervescent,blanc,2,4,8,10,,
Languedoc,Crémant-de-limoux,Crémant-de-limoux,AOC,Crémant-de-limoux,effervescent,pink,2,4,8,10,,
Languedoc,Faugères,Faugères,AOC,Faugères,sec,rouge,5,15,16,18,,
Languedoc,Faugères,Faugères,AOC,Faugères,sec,blanc,3,8,11,13,,
Languedoc,Faugères,Faugères,AOC,Faugères,sec,pink,1,4,10,11,,
Languedoc,Fitou,Fitou,AOC,Fitou,sec,rouge,5,10,16,18,,
Languedoc,La Clape,La Clape,AOC,La Clape,sec,rouge,5,15,16,18,,
Languedoc,Languedoc,IGP Coteaux de Béziers,IGP,IGP Coteaux de Béziers,sec,rouge,,,,,,
Languedoc,Languedoc,IGP Coteaux de Béziers,IGP,IGP Coteaux de Béziers,sec,blanc,,,,,,
Languedoc,Languedoc,IGP Coteaux de Béziers,IGP,IGP Coteaux de Béziers,sec,pink,,,,,,
Languedoc,Languedoc,Languedoc,AOC,Languedoc,sec,rouge,2,10,16,18,,
Languedoc,Languedoc,Languedoc,AOC,Languedoc,sec,blanc,1,8,9,11,,
Languedoc,Languedoc,Languedoc,AOC,Languedoc,sec,pink,1,4,10,12,,
Languedoc,Languedoc,Vins de pays/IGP Cathare,IGP,Vins de pays/IGP Cathare,sec,rouge,1,3,16,17,,
Languedoc,Languedoc,Vins de pays/IGP Cathare,IGP,Vins de pays/IGP Cathare,sec,blanc,1,3,10,12,,
Languedoc,Languedoc,Vins de pays/IGP Cathare,IGP,Vins de pays/IGP Cathare,sec,pink,1,2,8,10,,
Languedoc,Languedoc,Vins de pays/IGP Cité de Carcassonne,IGP,Vins de pays/IGP Cité de Carcassonne,sec,rouge,1,4,16,16,,
Languedoc,Languedoc,Vins de pays/IGP Cité de Carcassonne,IGP,Vins de pays/IGP Cité de Carcassonne,sec,blanc,1,3,10,11,,
Languedoc,Languedoc,Vins de pays/IGP Cité de Carcassonne,IGP,Vins de pays/IGP Cité de Carcassonne,sec,pink,1,2,8,10,,
Languedoc,Languedoc,Vins de pays/IGP Coteaux d'Ensérune,IGP,Vins de pays/IGP Coteaux d'Ensérune,sec,rouge,2,8,14,16,,
Languedoc,Languedoc,Vins de pays/IGP Coteaux d'Ensérune,IGP,Vins de pays/IGP Coteaux d'Ensérune,sec,blanc,1,3,8,10,,
Languedoc,Languedoc,Vins de pays/IGP Coteaux d'Ensérune,IGP,Vins de pays/IGP Coteaux d'Ensérune,sec,pink,1,2,7,9,,
Languedoc,Languedoc,Vins de pays/IGP Coteaux de Peyriac,IGP,Vins de pays/IGP Coteaux de Peyriac,sec,rouge,1,3,16,16,,
Languedoc,Languedoc,Vins de pays/IGP Coteaux de Peyriac,IGP,Vins de pays/IGP Coteaux de Peyriac,sec,blanc,1,2,7,9,,
Languedoc,Languedoc,Vins de pays/IGP Coteaux de Peyriac,IGP,Vins de pays/IGP Coteaux de Peyriac,sec,pink,1,2,7,9,,
Languedoc,Languedoc,Vins de pays/IGP Côtes de Thau,IGP,Vins de pays/IGP Côtes de Thau,sec,rouge,2,6,16,18,,
Languedoc,Languedoc,Vins de pays/IGP Côtes de Thau,IGP,Vins de pays/IGP Côtes de Thau,sec,blanc,2,5,11,13,,
Languedoc,Languedoc,Vins de pays/IGP Côtes de Thau,IGP,Vins de pays/IGP Côtes de Thau,sec,pink,1,3,8,10,,
Languedoc,Languedoc,Vins de pays/IGP Côtes de Thongue,IGP,Vins de pays/IGP Côtes de Thongue,sec,rouge,1,6,16,18,,
Languedoc,Languedoc,Vins de pays/IGP Côtes de Thongue,IGP,Vins de pays/IGP Côtes de Thongue,sec,blanc,1,3,9,11,,
Languedoc,Languedoc,Vins de pays/IGP Côtes de Thongue,IGP,Vins de pays/IGP Côtes de Thongue,sec,pink,1,2,8,10,,
Languedoc,Languedoc,Vins de pays/IGP Côtes du Brian,IGP,Vins de pays/IGP Côtes du Brian,sec,rouge,2,6,16,18,,
Languedoc,Languedoc,Vins de pays/IGP Côtes du Brian,IGP,Vins de pays/IGP Côtes du Brian,sec,blanc,1,3,11,12,,
Languedoc,Languedoc,Vins de pays/IGP Côtes du Brian,IGP,Vins de pays/IGP Côtes du Brian,sec,pink,1,2,8,10,,
Languedoc,Languedoc,Vins de pays/IGP Haute vallée de l'Aude,IGP,Vins de pays/IGP Haute vallée de l'Aude,sec,rouge,2,5,16,16,,
Languedoc,Languedoc,Vins de pays/IGP Haute vallée de l'Aude,IGP,Vins de pays/IGP Haute vallée de l'Aude,sec,blanc,1,4,10,12,,
Languedoc,Languedoc,Vins de pays/IGP Haute vallée de l'Aude,IGP,Vins de pays/IGP Haute vallée de l'Aude,sec,pink,1,1,8,10,,
Languedoc,Languedoc,Vins de pays/IGP Haute vallée de l'Orb,IGP,Vins de pays/IGP Haute vallée de l'Orb,sec,rouge,1,4,16,16,,
Languedoc,Languedoc,Vins de pays/IGP Haute vallée de l'Orb,IGP,Vins de pays/IGP Haute vallée de l'Orb,sec,blanc,1,4,10,12,,
Languedoc,Languedoc,Vins de pays/IGP Haute vallée de l'Orb,IGP,Vins de pays/IGP Haute vallée de l'Orb,sec,pink,1,2,8,10,,
Languedoc,Languedoc,Vins de pays/IGP Hérault,IGP,Vins de pays/IGP Hérault,sec,rouge,3,12,16,16,,
Languedoc,Languedoc,Vins de pays/IGP Hérault,IGP,Vins de pays/IGP Hérault,sec,blanc,2,10,11,13,,
Languedoc,Languedoc,Vins de pays/IGP Hérault,IGP,Vins de pays/IGP Hérault,sec,pink,1,3,9,11,,
Languedoc,Languedoc,Vins de pays/IGP Sable de Camargue,IGP,Vins de pays/IGP Sable de Camargue,sec,rouge,2,5,16,16,,
