Région,Sous-Région,Appellation,Label,Cru,Type,Couleur,Age min,Age max,T°C min,T°max,Type de verre,Commentaires
Languedoc,Languedoc,Vins de pays/IGP Sable de Camargue,IGP,Vins de pays/IGP Sable de Camargue,sec,blanc,1,4,9,11,,
Languedoc,Languedoc,Vins de pays/IGP Sable de Camargue,IGP,Vins de pays/IGP Sable de Camargue,sec,pink,1,3,9,11,,
Languedoc,Languedoc,Vins de pays/IGP Sable de Camargue,IGP,Vins de pays/IGP Sable de Camargue,sec,gris,1,3,9,11,,
Languedoc,Languedoc,Vins de pays/IGP Sable de Camargue,IGP,Vins de pays/IGP Sable de Camargue,effervescent,blanc,1,3,6,8,,
Languedoc,Languedoc,Vins de pays/IGP Saint-Guilhem-le-Désert,IGP,Vins de pays/IGP Saint-Guilhem-le-Désert,sec,rouge,2,6,16,16,,
Languedoc,Languedoc,Vins de pays/IGP Saint-Guilhem-le-Désert,IGP,Vins de pays/IGP Saint-Guilhem-le-Désert,sec,blanc,2,4,10,12,,
Languedoc,Languedoc,Vins de pays/IGP Saint-Guilhem-le-Désert,IGP,Vins de pays/IGP Saint-Guilhem-le-Désert,sec,pink,1,2,8,10,,
Languedoc,Languedoc,Vins de pays/IGP Torgan,IGP,Vins de pays/IGP Torgan,sec,rouge,2,4,16,16,,
Languedoc,Languedoc,Vins de pays/IGP Torgan,IGP,Vins de pays/IGP Torgan,sec,blanc,1,4,9,11,,
Languedoc,Languedoc,Vins de pays/IGP Torgan,IGP,Vins de pays/IGP Torgan,sec,pink,1,2,8,10,,
Languedoc,Languedoc,Vins de pays/IGP Vallée du paradis,IGP,Vins de pays/IGP Vallée du paradis,sec,rouge,2,6,15,17,,
Languedoc,Languedoc,Vins de pays/IGP Vallée du paradis,IGP,Vins de pays/IGP Vallée du paradis,sec,blanc,1,4,10,11,,
Languedoc,Languedoc,Vins de pays/IGP Vallée du paradis,IGP,Vins de pays/IGP Vallée du paradis,sec,pink,1,2,8,10,,
Languedoc,Languedoc,Vins de pays/IGP Vicomté d'Aumélas,IGP,Vins de pays/IGP Vicomté d'Aumélas,sec,rouge,2,7,16,16,,
Languedoc,Languedoc,Vins de pays/IGP Vicomté d'Aumélas,IGP,Vins de pays/IGP Vicomté d'Aumélas,sec,blanc,2,5,12,14,,
Languedoc,Languedoc,Vins de pays/IGP Vicomté d'Aumélas,IGP,Vins de pays/IGP Vicomté d'Aumélas,sec,pink,1,2,8,10,,
Languedoc,Languedoc,Vins de pays/IGPCoteaux de Narbonne,IGP,Vins de pays/IGPCoteaux de Narbonne,sec,rouge,1,4,16,16,,
Languedoc,Languedoc,Vins de pays/IGPCoteaux de Narbonne,IGP,Vins de pays/IGPCoteaux de Narbonne,sec,blanc,1,3,8,10,,
Languedoc,Languedoc,Vins de pays/IGPCoteaux de Narbonne,IGP,Vins de pays/IGPCoteaux de Narbonne,sec,pink,1,2,7,9,,
Languedoc,Limoux,Limoux,AOC,Limoux,sec,rouge,3,10,15,17,,
Languedoc,Limoux,Limoux,AOC,Limoux,sec,blanc,2,8,9,11,,
Languedoc,Limoux,Limoux,AOC,Blanquette méthode ancestrale,effervescent,blanc,2,5,8,10,,
Languedoc,Limoux,Limoux,AOC,Blanquette-de-limoux,effervescent,blanc,2,5,8,10,,
Languedoc,Malepère,Malepère,AOC,Malepère,sec,rouge,4,12,15,16,,
Languedoc,Malepère,Malepère,AOC,Malepère,sec,pink,2,4,8,11,,
Languedoc,Minervois,Minervois,AOC,Minervois,sec,rouge,4,10,15,17,,
Languedoc,Minervois,Minervois,AOC,Minervois,sec,pink,2,4,9,11,,
Languedoc,Minervois,Minervois,AOC,Minervois,sec,blanc,2,7,12,12,,
Languedoc,Minervois-la-livinière,Minervois-la-livinière,AOC,Minervois-la-livinière,sec,rouge,5,15,16,18,,
Languedoc,Muscat-de-frontignan,Muscat-de-frontignan,AOC,Muscat-de-frontignan,doux,blanc,4,20,9,11,,
Languedoc,Muscat-de-lunel,Muscat-de-lunel,AOC,Muscat-de-lunel,doux,blanc,4,20,9,11,,
Languedoc,Muscat-de-mireval,Muscat-de-mireval,AOC,Muscat-de-mireval,doux,blanc,4,20,9,11,,
Languedoc,Muscat-de-saint-jean-de-minervois,Muscat-de-saint-jean-de-minervois,AOC,Muscat-de-saint-jean-de-minervois,doux,blanc,4,20,9,11,,
Languedoc,Pic-saint-loup,Pic-saint-loup,AOC,Pic-saint-loup,sec,rouge,5,15,16,18,,
Languedoc,Picpoul-de-pinet,Picpoul-de-pinet,AOC,Picpoul-de-pinet,sec,rouge,5,15,16,18,,
Languedoc,Saint-chinian,Saint-chinian,AOC,Saint-chinian,sec,rouge,3,10,16,18,,
Languedoc,Saint-chinian,Saint-chinian,AOC,Saint-chinian,sec,blanc,3,8,8,10,,
Languedoc,Saint-chinian,Saint-chinian,AOC,Saint-chinian,sec,pink,2,4,9,11,,
Languedoc - Roussillon,Languedoc - Roussillon,Vins de pays/IGP Oc,IGP,Vins de pays/IGP Oc,sec,rouge,2,6,15,17,,
Languedoc - Roussillon,Languedoc - Roussillon,Vins de pays/IGP Oc,IGP,Vins de pays/IGP Oc,sec,blanc,1,4,9,11,,
Languedoc - Roussillon,Languedoc - Roussillon,Vins de pays/IGP Oc,IGP,Vins de pays/IGP Oc,sec,pink,1,3,9,11,,
Lorraine,Côtes-de-toul,Côtes-de-toul,AOC,Côtes-de-toul,sec,rouge,2,6,14,16,,
Lorraine,Côtes-de-toul,Côtes-de-toul,AOC,Côtes-de-toul,sec,blanc,3,5,10,12,,
Lorraine,Côtes-de-toul,Côtes-de-toul,AOC,Côtes-de-toul,sec,gris,2,3,9,11,,
Lorraine,Lorraine,Vins de pays/IGP Côte de Meuse,IGP,Vins de pays/IGP Côte de Meuse,sec,rouge,1,3,16,16,,
Lorraine,Lorraine,Vins de pays/IGP Côte de Meuse,IGP,Vins de pays/IGP Côte de Meuse,sec,blanc,1,2,8,10,,
Lorraine,Lorraine,Vins de pays/IGP Côte de Meuse,IGP,Vins de pays/IGP Côte de Meuse,sec,pink,1,3,8,11,,
Lorraine,Moselle,Moselle,AOC,Moselle,sec,rouge,2,5,14,16,,
Lorraine,Moselle,Moselle,AOC,Moselle,sec,blanc,3,5,10,12,,
Lorraine,Moselle,Moselle,AOC,Moselle,sec,pink,2,3,10,12,,
Poitou-Charentes,Haut-poitou,Haut-poitou,AOC,Haut-poitou,sec,rouge,3,10,14,16,,
Poitou-Charentes,Haut-poitou,Haut-poitou,AOC,Haut-poitou,sec,blanc,2,5,9,11,,
Poitou-Charentes,Haut-poitou,Haut-poitou,AOC,Haut-poitou,sec,pink,1,3,8,11,,
Provence,Bandol,Bandol,AOC,Bandol,sec,rouge,3,20,16,18,,
Provence,Bandol,Bandol,AOC,Bandol,sec,pink,2,7,8,11,,
Provence,Bandol,Bandol,AOC,Bandol,sec,blanc,2,5,8,11,,
Provence,Baux-de-Provence (Les),Baux-de-Provence (Les),AOC,Baux-de-Provence (Les),sec,rouge,3,15,15,17,,
Provence,Baux-de-Provence (Les),Baux-de-Provence (Les),AOC,Baux-de-Provence (Les),sec,blanc,2,8,8,11,,
Provence,Baux-de-Provence (Les),Baux-de-Provence (Les),AOC,Baux-de-Provence (Les),sec,pink,2,5,8,10,,
Provence,Bellet,Bellet,AOC,Bellet,sec,rouge,3,15,14,15,,
Provence,Bellet,Bellet,AOC,Bellet,sec,blanc,3,10,8,11,,
Provence,Bellet,Bellet,AOC,Bellet,sec,pink,1,3,10,12,,
Provence,Cassis,Cassis,AOC,Cassis,sec,rouge,2,7,14,16,,
Provence,Cassis,Cassis,AOC,Cassis,sec,blanc,4,10,10,12,,
Provence,Cassis,Cassis,AOC,Cassis,sec,pink,2,4,10,11,,
Provence,Coteaux-d'aix-en-provence,Coteaux-d'aix-en-provence,AOC,Coteaux-d'aix-en-provence,sec,rouge,3,15,14,16,,
Provence,Coteaux-d'aix-en-provence,Coteaux-d'aix-en-provence,AOC,Coteaux-d'aix-en-provence,sec,blanc,2,8,8,10,,
Provence,Coteaux-d'aix-en-provence,Coteaux-d'aix-en-provence,AOC,Coteaux-d'aix-en-provence,sec,pink,1,4,9,11,,
Provence,Coteaux-varois-en-provence,Coteaux-varois-en-provence,AOC,Coteaux-varois-en-provence,sec,rouge,3,15,14,16,,
Provence,Coteaux-varois-en-provence,Coteaux-varois-en-provence,AOC,Coteaux-varois-en-provence,sec,blanc,2,8,8,10,,
Provence,Coteaux-varois-en-provence,Coteaux-varois-en-provence,AOC,Coteaux-varois-en-provence,sec,pink,1,4,9,11,,
Provence,Côtes-de-provence,Côtes-de-provence,AOC,Côtes-de-provence,sec,rouge,3,15,14,16,,
Provence,Côtes-de-provence,Côtes-de-provence,AOC,Côtes-de-provence,sec,blanc,2,8,8,10,,
Provence,Côtes-de-provence,Côtes-de-provence,AOC,Côtes-de-provence,sec,pink,1,4,9,11,,
Provence,Palette,Palette,AOC,Palette,sec,rouge,4,16,15,17,,
Provence,Palette,Palette,AOC,Palette,sec,blanc,4,12,10,12,,
Provence,Palette,Palette,AOC,Palette,sec,pink,2,6,10,13,,
Provence,Provence,Vins de pays/IGP Alpes-de-Haute-Provence,IGP,Vins de pays/IGP Alpes-de-Haute-Provence,sec,rouge,2,10,16,16,,
Provence,Provence,Vins de pays/IGP Alpes-de-Haute-Provence,IGP,Vins de pays/IGP Alpes-de-Haute-Provence,sec,blanc,1,2,8,10,,
Provence,Provence,Vins de pays/IGP Alpes-de-Haute-Provence,IGP,Vins de pays/IGP Alpes-de-Haute-Provence,sec,pink,1,3,9,11,,
Provence,Provence,Vins de pays/IGP Alpes-Maritimes,IGP,Vins de pays/IGP Alpes-Maritimes,sec,rouge,2,8,14,16,,
Provence,Provence,Vins de pays/IGP Alpes-Maritimes,IGP,Vins de pays/IGP Alpes-Maritimes,sec,blanc,1,4,8,10,,
Provence,Provence,Vins de pays/IGP Alpes-Maritimes,IGP,Vins de pays/IGP Alpes-Maritimes,sec,pink,1,3,8,10,,
Provence,Provence,Vins de pays/IGP Alpilles,IGP,Vins de pays/IGP Alpilles,sec,rouge,2,6,14,16,,
Provence,Provence,Vins de pays/IGP Alpilles,IGP,Vins de pays/IGP Alpilles,sec,blanc,1,4,8,10,,
Provence,Provence,Vins de pays/IGP Alpilles,IGP,Vins de pays/IGP Alpilles,sec,pink,1,2,8,10,,
Provence,Provence,Vins de pays/IGP Maures,IGP,Vins de pays/IGP Maures,sec,rouge,2,4,16,16,,
Provence,Provence,Vins de pays/IGP Maures,IGP,Vins de pays/IGP Maures,sec,blanc,1,4,8,10,,
Provence,Provence,Vins de pays/IGP Maures,IGP,Vins de pays/IGP Maures,sec,pink,1,3,8,10,,
Provence,Provence,Vins de pays/IGP Mont-Caume,IGP,Vins de pays/IGP Mont-Caume,sec,rouge,2,5,16,16,,
Provence,Provence,Vins de pays/IGP Mont-Caume,IGP,Vins de pays/IGP Mont-Caume,sec,blanc,1,4,8,10,,
Provence,Provence,Vins de pays/IGP Mont-Caume,IGP,Vins de pays/IGP Mont-Caume,sec,pink,1,3,8,10,,
Provence,Provence,Vins de pays/IGP Var,IGP,Vins de pays/IGP Var,sec,rouge,2,6,16,16,,
Provence,Provence,Vins de pays/IGP Var,IGP,Vins de pays/IGP Var,sec,blanc,1,3,8,10,,
Provence,Provence,Vins de pays/IGP Var,IGP,Vins de pays/IGP Var,sec,pink,1,4,10,12,,
Provence,Provence,Vins de pays/IGPCoteaux du Verdon,IGP,Vins de pays/IGPCoteaux du Verdon,sec,rouge,2,6,16,16,,
Provence,Provence,Vins de pays/IGPCoteaux du Verdon,IGP,Vins de pays/IGPCoteaux du Verdon,sec,blanc,1,3,8,10,,
Provence,Provence,Vins de pays/IGPCoteaux du Verdon,IGP,Vins de pays/IGPCoteaux du Verdon,sec,pink,1,4,10,12,,
Provence,Provence,Vins de pays/IGPHautes-Alpes,IGP,Vins de pays/IGPHautes-Alpes,sec,rouge,2,5,16,16,,
Provence,Provence,Vins de pays/IGPHautes-Alpes,IGP,Vins de pays/IGPHautes-Alpes,sec,blanc,1,5,8,10,,
Provence,Provence,Vins de pays/IGPHautes-Alpes,IGP,Vins de pays/IGPHautes-Alpes,sec,pink,1,3,8,10,,
Provence,Provence,Vins de pays/IGPHautes-Alpes,IGP,Vins de pays/IGPHautes-Alpes,effervescent,blanc,1,3,6,8,,
Provence-Corse,Provence-Corse,Vins de pays/IGP Île de Beauté,IGP,Vins de pays/IGP Île de Beauté,sec,rouge,2,4,14,15,,
Provence-Corse,Provence-Corse,Vins de pays/IGP Île de Beauté,IGP,Vins de pays/IGP Île de Beauté,sec,blanc,1,3,8,10,,
Provence-Corse,Provence-Corse,Vins de pays/IGP Île de Beauté,IGP,Vins de pays/IGP Île de Beauté,sec,pink,1,2,8,9,,
Roussillon,Banyuls,Banyuls,AOC,Banyuls,doux,rouge,5,25,10,12,,
Roussillon,Banyuls,Banyuls,AOC,Banyuls,doux,blanc,6,12,10,13,,
Roussillon,Banyuls,Banyuls,AOC,Banyuls,doux,pink,5,10,10,13,,
Roussillon,Banyuls,Banyuls,AOC,Banyuls rancio,doux,rouge,5,50,12,14,,
Roussillon,Banyuls,Banyuls,AOC,Banyuls ambré,doux,blanc,6,15,10,13,,
Roussillon,Banyuls grand cru,Banyuls grand cru,AOC,Banyuls grand cru,doux,rouge,5,30,10,12,,
Roussillon,Banyuls grand cru,Banyuls grand cru rancio,AOC,Banyuls grand cru,doux,Rouge,5,50,12,14,,
Roussillon,Collioure,Collioure,AOC,Collioure,sec,rouge,5,15,16,18,,
Roussillon,Collioure,Collioure,AOC,Collioure,sec,blanc,4,12,8,11,,
Roussillon,Collioure,Collioure,AOC,Collioure,sec,pink,2,8,8,10,,
Roussillon,Côtes-du-roussillon,Côtes-du-roussillon,AOC,Côtes-du-roussillon,sec,rouge,3,10,16,18,,
Roussillon,Côtes-du-roussillon,Côtes-du-roussillon,AOC,Côtes-du-roussillon,sec,blanc,2,8,8,10,,
Roussillon,Côtes-du-roussillon,Côtes-du-roussillon,AOC,Côtes-du-roussillon,sec,pink,1,3,10,12,,
Roussillon,Côtes-du-roussillon-villages,Côtes-du-roussillon-villages,AOC,Côtes-du-roussillon-villages,sec,rouge,2,10,16,18,,
Roussillon,Maury,Maury,AOC,Maury,doux,rouge,5,25,10,12,,
Roussillon,Maury,Maury,AOC,Maury,doux,blanc,5,15,10,13,,
Roussillon,Maury,Maury,AOC,Maury rancio,doux,blanc,5,50,12,14,,
Roussillon,Maury sec,Maury sec,AOC,Maury sec,sec,rouge,5,15,16,18,,
Roussillon,Muscat-de-rivesaltes,Muscat-de-rivesaltes,AOC,Muscat-de-rivesaltes,doux,blanc,6,20,10,13,,
Roussillon,Rivesaltes,Rivesaltes,AOC,Rivesaltes tuilé,doux,blanc,5,15,14,16,,
Roussillon,Rivesaltes,Rivesaltes,AOC,Rivesaltes rancio,doux,blanc,5,35,12,14,,
Roussillon,Rivesaltes,Rivesaltes,AOC,Rivesaltes,doux,rouge,5,15,11,13,,
Roussillon,Roussillon,Vins de pays/IGP Côte Vermeille,IGP,Vins de pays/IGP Côte Vermeille,sec,rouge,1,4,16,16,,
Roussillon,Roussillon,Vins de pays/IGP Côte Vermeille,IGP,Vins de pays/IGP Côte Vermeille,sec,blanc,1,3,10,11,,
Roussillon,Roussillon,Vins de pays/IGP Côte Vermeille,IGP,Vins de pays/IGP Côte Vermeille,sec,pink,1,2,7,9,,
Roussillon,Roussillon,Vins de pays/IGP Côtes catalanes,IGP,Vins de pays/IGP Côtes catalanes,sec,rouge,3,10,16,16,,
Roussillon,Roussillon,Vins de pays/IGP Côtes catalanes,IGP,Vins de pays/IGP Côtes catalanes,sec,blanc,1,4,8,10,,
Roussillon,Roussillon,Vins de pays/IGP Côtes catalanes,IGP,Vins de pays/IGP Côtes catalanes,sec,pink,1,2,7,9,,
Savoie Bugey,Bugey,Bugey,AOC,Bugey,sec,blanc,1,2,10,,,
Savoie Bugey,Bugey,Bugey,AOC,Bugey,sec,rouge,3,10,14,16,,
Savoie Bugey,Bugey,Bugey,AOC,Bugey,sec,pink,1,2,10,12,,
Savoie Bugey,Bugey,Bugey,AOC,Bugey,effervescent,blanc,1,5,6,6,,
Savoie Bugey,Bugey,Bugey,AOC,Bugey Cerdon,effervescent,pink,1,3,8,10,,
Savoie Bugey,Savoie,CRÉPY,AOC,CRÉPY,sec,blanc,3,8,10,12,,
Savoie Bugey,Bugey,Roussette du Bugey,AOC,Roussette du Bugey,sec,blanc,1,4,10,12,,
Savoie Bugey,Savoie,ROUSSETTE-DE-SAVOIE,AOC,ROUSSETTE-DE-SAVOIE,sec,blanc,1,3,11,11,,
Savoie Bugey,Savoie,ROUSSETTE-DE-SAVOIE,AOC,ROUSSETTE-DE-SAVOIE,sec,blanc,2,5,12,12,,
Savoie Bugey,Savoie,Seyssel,AOC,Seyssel,sec,blanc,1,3,12,12,,
Savoie Bugey,Savoie,SAVOIE (VIN DE),AOC,SAVOIE (VIN DE),sec,rouge,1,6,14,16,,
Savoie Bugey,Savoie,SAVOIE (VIN DE),AOC,SAVOIE (VIN DE),sec,blanc,1,6,11,11,,
Savoie Bugey,Savoie,CRÉMANT-DE-SAVOIE,AOC,CRÉMANT-DE-SAVOIE,effervescent,blanc,1,3,6,8,,
Savoie Bugey,Savoie Bugey,Vins de Pays IGP vins des Allobroges,IGP,Vins de Pays IGP vins des Allobroges,sec,rouge,3,6,16,16,,
Savoie Bugey,Savoie Bugey,Vins de Pays IGP vins des Allobroges,IGP,Vins de Pays IGP vins des Allobroges,sec,blanc,4,10,8,10,,
Savoie Bugey,Savoie Bugey,Vins de pays/IGP Coteaux de l'Ain,IGP,Vins de pays/IGP Coteaux de l'Ain,sec,rouge,3,10,14,16,,
Savoie Bugey,Savoie Bugey,Vins de pays/IGP Coteaux de l'Ain,IGP,Vins de pays/IGP Coteaux de l'Ain,sec,blanc,3,6,10,12,,
Savoie Bugey,Savoie Bugey,Vins de pays/IGP Isère,IGP,Vins de pays/IGP Isère,sec,rouge,3,8,16,16,,
Savoie Bugey,Savoie Bugey,Vins de pays/IGP Isère,IGP,Vins de pays/IGP Isère,sec,blanc,2,6,8,12,,
Savoie Bugey,Savoie Bugey,Vins de pays/IGP Isère,IGP,Vins de pays/IGP Isère,sec,pink,1,2,8,10,,
Sud,Sud,Duché d'Uzès,IGP,Duché d'Uzès,sec,rouge,2,5,16,16,,
Sud,Sud,Duché d'Uzès,IGP,Duché d'Uzès,sec,blanc,1,4,10,12,,
Sud,Sud,Duché d'Uzès,IGP,Duché d'Uzès,sec,pink,1,2,8,10,,
Sud,Sud,Vins de pays/IGP Bouches-du-Rhône,IGP,Vins de pays/IGP Bouches-du-Rhône,sec,rouge,3,12,16,16,,
Sud,Sud,Vins de pays/IGP Bouches-du-Rhône,IGP,Vins de pays/IGP Bouches-du-Rhône,sec,blanc,2,8,11,13,,
Sud,Sud,Vins de pays/IGP Bouches-du-Rhône,IGP,Vins de pays/IGP Bouches-du-Rhône,sec,pink,1,3,9,11,,
Sud,Sud,Vins de pays/IGP Cévennes,IGP,Vins de pays/IGP Cévennes,sec,rouge,2,8,16,16,,
Sud,Sud,Vins de pays/IGP Cévennes,IGP,Vins de pays/IGP Cévennes,sec,blanc,1,4,9,11,,
Sud,Sud,Vins de pays/IGP Cévennes,IGP,Vins de pays/IGP Cévennes,sec,pink,1,2,8,10,,
Sud,Sud,Vins de pays/IGP Coteaux du Pont du Gard,IGP,Vins de pays/IGP Coteaux du Pont du Gard,sec,rouge,2,6,16,16,,
Sud,Sud,Vins de pays/IGP Coteaux du Pont du Gard,IGP,Vins de pays/IGP Coteaux du Pont du Gard,sec,blanc,1,3,11,13,,
Sud,Sud,Vins de pays/IGP Coteaux du Pont du Gard,IGP,Vins de pays/IGP Coteaux du Pont du Gard,sec,pink,1,2,9,11,,
Sud,Sud,Vins de pays/IGP Gard,IGP,Vins de pays/IGP Gard,sec,rouge,3,8,16,16,,
Sud,Sud,Vins de pays/IGP Gard,IGP,Vins de pays/IGP Gard,sec,blanc,2,5,12,14,,
Sud,Sud,Vins de pays/IGP Gard,IGP,Vins de pays/IGP Gard,sec,pink,1,2,8,10,,
Sud,Sud,Vins de pays/IGP Méditerranée,IGP,Vins de pays/IGP Méditerranée,sec,rouge,2,5,16,16,,
Sud,Sud,Vins de pays/IGP Méditerranée,IGP,Vins de pays/IGP Méditerranée,sec,blanc,1,3,10,12,,
Sud,Sud,Vins de pays/IGP Méditerranée,IGP,Vins de pays/IGP Méditerranée,sec,pink,1,2,8,10,,
Sud-Ouest,Armagnac,FLOC-DE-GASCOGNE,AOC,FLOC-DE-GASCOGNE,doux,pink,2,12,6,9,,
Sud-Ouest,Armagnac,FLOC-DE-GASCOGNE,AOC,FLOC-DE-GASCOGNE,doux,blanc,2,12,6,9,,
Sud-Ouest,Armagnac,Vins de pays/IGP Landes,IGP,Vins de pays/IGP Landes,sec,rouge,1,4,14,16,,
Sud-Ouest,Armagnac,Vins de pays/IGP Landes,IGP,Vins de pays/IGP Landes,sec,blanc,1,2,8,10,,
Sud-Ouest,Armagnac,Vins de pays/IGP Landes,IGP,Vins de pays/IGP Landes,sec,pink,1,2,8,10,,
Sud-Ouest,Béarn,Béarn,AOC,Béarn,sec,rouge,2,8,14,16,,
Sud-Ouest,Béarn,Béarn,AOC,Béarn,sec,blanc,2,6,7,10,,
Sud-Ouest,Béarn,Béarn,AOC,Béarn,sec,pink,1,4,8,10,,
Sud-Ouest,Bergerac,Bergerac,AOC,Bergerac,sec,rouge,3,12,15,16,,
Sud-Ouest,Bergerac,Bergerac,AOC,Bergerac,sec,blanc,2,8,10,11,,
Sud-Ouest,Bergerac,Bergerac,AOC,Bergerac,sec,pink,1,4,11,13,,
Sud-Ouest,Brulhois,Brulhois,AOC,Brulhois,sec,rouge,4,12,16,18,,
Sud-Ouest,Brulhois,Brulhois,AOC,Brulhois,sec,pink,1,3,10,11,,
Sud-Ouest,Buzet,Buzet,AOC,Buzet,sec,rouge,3,12,14,16,,
Sud-Ouest,Buzet,Buzet,AOC,Buzet,sec,blanc,1,4,8,10,,
Sud-Ouest,Buzet,Buzet,AOC,Buzet,sec,pink,1,3,9,11,,
Sud-Ouest,Cahors,Cahors,AOC,Cahors,sec,rouge,5,15,16,18,,
Sud-Ouest,Coteaux-du-quercy,Coteaux-du-quercy,AOC,Coteaux-du-quercy,sec,rouge,5,15,16,18,,
Sud-Ouest,Côtes-de-bergerac,Côtes-de-bergerac,AOC,Côtes-de-bergerac,sec,rouge,4,10,16,18,,
Sud-Ouest,Côtes-de-bergerac,Côtes-de-bergerac,AOC,Côtes-de-bergerac,moelleux,blanc,5,20,10,12,,
Sud-Ouest,Côtes-de-duras,Côtes-de-duras,AOC,Côtes-de-duras,sec,rouge,3,12,14,16,,
Sud-Ouest,Côtes-de-duras,Côtes-de-duras,AOC,Côtes-de-duras,sec,blanc,1,4,7,9,,
Sud-Ouest,Côtes-de-duras,Côtes-de-duras,AOC,Côtes-de-duras,sec,pink,1,3,8,10,,
Sud-Ouest,Côtes-de-duras,Côtes-de-duras,AOC,Côtes-de-duras,moelleux,blanc,2,15,10,13,,
Sud-Ouest,Côtes-de-millau,Côtes-de-millau,AOC,Côtes-de-millau,sec,rouge,5,15,16,18,,
Sud-Ouest,Côtes-de-millau,Côtes-de-millau,AOC,Côtes-de-millau,sec,blanc,1,4,8,10,,
Sud-Ouest,Côtes-de-millau,Côtes-de-millau,AOC,Côtes-de-millau,sec,pink,1,2,8,10,,
Sud-Ouest,Côtes-de-montravel,Côtes-de-montravel,AOC,Côtes-de-montravel,doux,blanc,5,20,10,13,,
Sud-Ouest,Côtes-du-marmandais,Côtes-du-marmandais,AOC,Côtes-du-marmandais,sec,rouge,5,15,16,18,,
Sud-Ouest,Côtes-du-marmandais,Côtes-du-marmandais,AOC,Côtes-du-marmandais,sec,blanc,3,10,8,10,,
Sud-Ouest,Côtes-du-marmandais,Côtes-du-marmandais,AOC,Côtes-du-marmandais,sec,pink,2,3,10,12,,
