age_min,age_max,true_area_id,t_min,t_max,color,comments,glass_type,type
1.0,2.0,264,8.0,10.0,rosé,,,sec
7.0,40.0,313,16.0,16.0,rouge,,,sec
5.0,20.0,313,11.0,13.0,blanc,,,sec
5.0,50.0,313,10.0,13.0,jaune,,,doux
2.0,10.0,285,11.0,13.0,blanc,,,sec
3.0,20.0,285,15.0,17.0,rouge,,,sec
3.0,15.0,286,10.0,12.0,blanc,,,sec
3.0,12.0,311,12.0,13.0,blanc,,,sec
5.0,50.0,311,11.0,13.0,jaune,,,doux
2.0,10.0,334,16.0,18.0,rouge,,,sec
3.0,10.0,288,16.0,18.0,rouge,,,sec
2.0,8.0,288,8.0,10.0,blanc,,,sec
1.0,3.0,288,10.0,12.0,rosé,,,sec
5.0,15.0,289,16.0,18.0,rouge,,,sec
4.0,12.0,289,8.0,11.0,blanc,,,sec
2.0,8.0,289,8.0,10.0,rosé,,,sec
4.0,12.0,392,16.0,16.0,rouge,,,sec
1.0,1.0,355,13.0,14.0,rouge,,,sec
2.0,5.0,328,14.0,15.0,rouge,,,sec
2.0,4.0,328,8.0,10.0,blanc,,,sec
1.0,3.0,328,6.0,8.0,blanc,,,effervescent
1.0,3.0,328,8.0,10.0,rouge,,,effervescent
2.0,5.0,258,14.0,16.0,rouge,,,sec
1.0,2.0,258,11.0,13.0,blanc,,,sec
1.0,2.0,258,8.0,10.0,rosé,,,sec
3.0,6.0,257,16.0,16.0,rouge,,,sec
4.0,10.0,257,8.0,10.0,blanc,,,sec
2.0,6.0,262,16.0,16.0,rouge,,,sec
1.0,5.0,262,10.0,12.0,blanc,,,sec
1.0,2.0,262,8.0,10.0,rosé,,,sec
5.0,20.0,379,15.0,17.0,rouge,,,sec
3.0,8.0,370,16.0,16.0,rouge,,,sec
3.0,10.0,329,16.0,16.0,rouge,,,sec
3.0,8.0,305,16.0,16.0,rouge,,,sec
2.0,5.0,305,11.0,13.0,blanc,,,sec
1.0,4.0,305,10.0,11.0,rosé,,,sec
3.0,15.0,317,14.0,16.0,rouge,,,sec
2.0,8.0,317,8.0,10.0,blanc,,,sec
1.0,4.0,317,9.0,11.0,rosé,,,sec
2.0,5.0,303,14.0,16.0,rouge,,,sec
1.0,4.0,303,10.0,12.0,blanc,,,sec
1.0,2.0,303,10.0,11.0,rosé,,,sec
3.0,10.0,389,15.0,16.0,rouge,,,sec
1.0,3.0,389,10.0,12.0,rosé,,,sec
3.0,10.0,284,10.0,11.0,blanc,,,sec
1.0,3.0,284,7.0,9.0,blanc,,,effervescent
5.0,20.0,348,16.0,16.0,rouge,,,sec
1.0,10.0,337,16.0,0.0,rouge,,,sec
1.0,6.0,337,11.0,0.0,blanc,,,sec
1.0,4.0,337,10.0,0.0,rosé,,,sec
2.0,8.0,308,15.0,17.0,rouge,,,sec
1.0,5.0,308,10.0,12.0,blanc,,,sec
1.0,2.0,308,11.0,13.0,rosé,,,sec
1.0,2.0,383,7.0,9.0,blanc,,,effervescent
5.0,20.0,372,10.0,13.0,jaune,,,doux
5.0,20.0,372,11.0,14.0,rouge,,,doux
5.0,15.0,372,10.0,13.0,rosé,,,doux
3.0,10.0,357,12.0,0.0,blanc,,,sec
2.0,10.0,290,16.0,18.0,rouge,,,sec
1.0,8.0,290,9.0,11.0,blanc,,,sec
1.0,4.0,290,10.0,12.0,rosé,,,sec
2.0,4.0,391,8.0,10.0,blanc,,,effervescent
2.0,4.0,391,8.0,10.0,rosé,,,effervescent
5.0,15.0,291,16.0,18.0,rouge,,,sec
3.0,8.0,291,11.0,13.0,blanc,,,sec
1.0,4.0,291,10.0,11.0,rosé,,,sec
3.0,10.0,292,16.0,18.0,rouge,,,sec
3.0,8.0,292,8.0,10.0,blanc,,,sec
2.0,4.0,292,9.0,11.0,rosé,,,sec
2.0,5.0,354,10.0,12.0,blanc,,Bordelais ; INAO,sec
2.0,4.0,354,8.0,11.0,rosé,,Bourgogne,sec
3.0,8.0,354,14.0,16.0,rouge,,Bourgogne,sec
1.0,4.0,373,14.0,14.0,rouge,,,sec
4.0,8.0,393,15.0,15.0,rouge,,,sec
2.0,6.0,326,15.0,15.0,rouge,,,sec
5.0,12.0,377,16.0,16.0,rouge,,,sec
4.0,12.0,378,16.0,16.0,rouge,,,sec
4.0,10.0,386,16.0,16.0,rouge,,,sec
1.0,4.0,250,16.0,16.0,rouge,,,sec
1.0,3.0,250,10.0,11.0,blanc,,,sec
1.0,2.0,250,12.0,12.0,rosé,,,sec
3.0,10.0,251,10.0,12.0,blanc,,,sec
2.0,6.0,252,10.0,12.0,blanc,,,sec
3.0,15.0,253,10.0,12.0,blanc,,,sec
3.0,10.0,254,16.0,16.0,rouge,,,sec
3.0,8.0,254,10.0,12.0,blanc,,,sec
1.0,3.0,254,10.0,11.0,rosé,,,sec
1.0,5.0,255,14.0,16.0,rouge,,,sec
1.0,2.0,255,8.0,10.0,rosé,,,sec
2.0,5.0,396,10.0,12.0,blanc,,Bordelais ; INAO,sec
2.0,4.0,396,8.0,11.0,rosé,,Bourgogne,sec
3.0,8.0,396,14.0,16.0,rouge,,Bourgogne,sec
2.0,6.0,374,14.0,14.0,rouge,,,sec
1.0,5.0,374,10.0,10.0,blanc,,,sec
1.0,3.0,374,9.0,11.0,rosé,,,sec
2.0,4.0,369,14.0,14.0,rouge,,,sec
1.0,2.0,369,11.0,12.0,rosé,,,sec
2.0,5.0,368,14.0,16.0,rouge,,,sec
1.0,3.0,368,8.0,10.0,blanc,,,sec
1.0,4.0,324,7.0,9.0,blanc,,,effervescent
1.0,3.0,324,8.0,9.0,rosé,,,effervescent
3.0,8.0,283,16.0,0.0,rouge,,,sec
2.0,5.0,283,13.0,0.0,blanc,,,sec
3.0,6.0,282,16.0,0.0,rouge,,,sec
5.0,15.0,394,16.0,0.0,rouge,,,sec
2.0,5.0,363,13.0,14.0,rouge,,,sec
2.0,5.0,356,14.0,14.0,rouge,,,sec
1.0,4.0,356,10.0,11.0,blanc,,,sec
1.0,3.0,356,9.0,11.0,rosé,,,sec
3.0,10.0,346,14.0,14.0,rouge,,,sec
1.0,5.0,346,8.0,10.0,blanc,,,sec
1.0,2.0,346,8.0,10.0,rosé,,,sec
4.0,17.0,340,10.0,12.0,blanc,,,sec
5.0,45.0,340,10.0,12.0,blanc,,,moelleux
1.0,3.0,340,8.0,10.0,blanc,,,effervescent
5.0,15.0,351,16.0,18.0,rouge,,,sec
4.0,10.0,367,15.0,17.0,rouge,,,sec
2.0,4.0,367,9.0,11.0,rosé,,,sec
2.0,7.0,367,12.0,12.0,blanc,,,sec
4.0,12.0,319,15.0,16.0,rouge,,,sec
2.0,4.0,319,8.0,11.0,rosé,,,sec
3.0,10.0,304,15.0,17.0,rouge,,,sec
2.0,8.0,304,9.0,11.0,blanc,,,sec
4.0,10.0,395,16.0,0.0,rouge,,,sec
4.0,10.0,395,13.0,0.0,blanc,,,sec
2.0,7.0,376,16.0,0.0,rouge,,,sec
1.0,4.0,376,13.0,0.0,blanc,,,sec
3.0,8.0,321,10.0,12.0,blanc,,,sec
5.0,20.0,321,9.0,11.0,blanc,,,moelleux
1.0,2.0,321,6.0,8.0,blanc,,,effervescent
3.0,17.0,331,14.0,16.0,rouge,,,sec
1.0,4.0,331,10.0,11.0,rosé,,,sec
1.0,4.0,347,14.0,14.0,rouge,,,sec
1.0,6.0,347,10.0,12.0,blanc,,,sec
1.0,2.0,347,10.0,12.0,rosé,,,sec
2.0,8.0,307,15.0,17.0,rouge,,,sec
1.0,3.0,307,10.0,12.0,rosé,,,sec
2.0,5.0,307,10.0,11.0,blanc,,,sec
1.0,5.0,316,10.0,12.0,rosé,,,sec
3.0,10.0,349,15.0,17.0,rouge,,,sec
2.0,4.0,349,10.0,12.0,rosé,,,sec
1.0,5.0,349,10.0,11.0,blanc,,,sec
5.0,25.0,300,15.0,17.0,rouge,,,sec
3.0,15.0,300,12.0,14.0,blanc,,,sec
5.0,20.0,301,16.0,17.0,rouge,,,sec
1.0,5.0,301,11.0,13.0,rosé,,,sec
2.0,6.0,330,16.0,16.0,rouge,,,sec
1.0,4.0,330,8.0,10.0,blanc,,,sec
1.0,2.0,330,10.0,12.0,rosé,,,sec
1.0,2.0,302,10.0,11.0,blanc,,,sec
3.0,15.0,387,15.0,17.0,rouge,,,sec
2.0,6.0,387,10.0,12.0,blanc,,,sec
1.0,4.0,387,12.0,14.0,rosé,,,sec
2.0,6.0,364,14.0,16.0,rouge,,,sec
1.0,4.0,364,10.0,12.0,blanc,,,sec
1.0,3.0,364,9.0,11.0,rosé,,,sec
4.0,15.0,366,16.0,16.0,rouge,,,sec
2.0,5.0,366,8.0,10.0,blanc,,,sec
1.0,3.0,366,10.0,11.0,rosé,,,sec
2.0,5.0,339,10.0,12.0,blanc,,,sec
5.0,20.0,339,8.0,10.0,blanc,,,moelleux
5.0,25.0,343,16.0,18.0,rouge,,,sec
2.0,10.0,295,10.0,12.0,blanc,,,sec
5.0,20.0,295,10.0,13.0,jaune,,,doux
3.0,15.0,315,16.0,0.0,rouge,,,sec
2.0,8.0,315,10.0,12.0,blanc,,,sec
2.0,5.0,315,9.0,11.0,rosé,,,sec
2.0,8.0,344,14.0,16.0,rouge,,,sec
2.0,6.0,344,7.0,10.0,blanc,,,sec
1.0,4.0,344,8.0,10.0,rosé,,,sec
3.0,8.0,360,16.0,0.0,rouge,,,sec
2.0,4.0,360,10.0,12.0,blanc,,,sec
1.0,3.0,360,10.0,12.0,rosé,,,sec
3.0,8.0,350,15.0,17.0,rouge,,,sec
1.0,4.0,350,8.0,10.0,rosé,,,sec
2.0,6.0,350,8.0,10.0,blanc,,,sec
1.0,3.0,350,6.0,8.0,blanc,,,effervescent
5.0,25.0,350,10.0,12.0,jaune,,,doux
5.0,20.0,371,8.0,10.0,blanc,,,moelleux
5.0,25.0,371,9.0,11.0,jaune,,,doux
4.0,15.0,336,16.0,16.0,rouge,,,sec
1.0,6.0,352,14.0,16.0,rouge,,,sec
1.0,6.0,352,11.0,11.0,blanc,,,sec
1.0,2.0,361,10.0,0.0,blanc,,,sec
3.0,10.0,361,14.0,16.0,rouge,,,sec
1.0,2.0,361,10.0,12.0,rosé,,,sec
1.0,5.0,361,6.0,6.0,blanc,,,effervescent
4.0,10.0,384,16.0,18.0,rouge,,,sec
5.0,20.0,384,10.0,12.0,blanc,,,moelleux
3.0,12.0,338,15.0,16.0,rouge,,,sec
2.0,8.0,338,10.0,11.0,blanc,,,sec
1.0,4.0,338,11.0,13.0,rosé,,,sec
5.0,15.0,388,16.0,18.0,rouge,,,sec
3.0,10.0,388,8.0,10.0,blanc,,,sec
2.0,3.0,388,10.0,12.0,rosé,,,sec
4.0,12.0,365,16.0,18.0,rouge,,,sec
1.0,3.0,365,10.0,11.0,rosé,,,sec
4.0,15.0,385,16.0,0.0,rouge,,,sec
1.0,3.0,385,8.0,10.0,rosé,,,sec
3.0,12.0,335,14.0,16.0,rouge,,,sec
1.0,4.0,335,8.0,10.0,blanc,,,sec
1.0,3.0,335,9.0,11.0,rosé,,,sec
3.0,15.0,318,15.0,17.0,rouge,,,sec
2.0,8.0,318,8.0,11.0,blanc,,,sec
2.0,5.0,318,8.0,10.0,rosé,,,sec
3.0,20.0,299,16.0,18.0,rouge,,,sec
2.0,7.0,299,8.0,11.0,rosé,,,sec
2.0,5.0,299,8.0,11.0,blanc,,,sec
1.0,4.0,320,5.0,7.0,blanc,,Champagne,Effervescent
1.0,4.0,320,6.0,8.0,rosé,,Vin Blanc; Champagne,Effervescent
2.0,5.0,296,15.0,0.0,blanc,Les meilleurs jusqu'à 10 ans,Bordelais ; Alsacien,sec
4.0,20.0,359,15.0,0.0,blanc,Les meilleurs jusqu'à 10 ans,Bordelais ; Alsacien,sec
3.0,10.0,438,14.0,15.0,rouge,,,sec
1.0,5.0,438,8.0,10.0,blanc,,,sec
1.0,3.0,438,8.0,10.0,rosé,,,sec
2.0,10.0,426,14.0,15.0,rouge,,,sec
1.0,5.0,426,8.0,10.0,blanc,,,sec
1.0,3.0,426,8.0,10.0,rosé,,,sec
3.0,10.0,442,16.0,16.0,rouge,,,sec
1.0,3.0,442,10.0,11.0,blanc,,,sec
1.0,2.0,442,12.0,12.0,rosé,,,sec
3.0,10.0,449,9.0,11.0,jaune,,,doux
2.0,10.0,400,16.0,0.0,rouge,,,sec
1.0,5.0,400,13.0,0.0,blanc,,,sec
3.0,8.0,440,13.0,14.0,rouge,,,sec
2.0,10.0,440,10.0,10.0,blanc,,,sec
1.0,4.0,440,8.0,10.0,rosé,,,sec
3.0,7.0,431,14.0,16.0,rouge,,,sec
2.0,5.0,431,10.0,12.0,blanc,,,sec
1.0,3.0,431,10.0,12.0,rosé,,,sec
3.0,12.0,409,16.0,0.0,rouge,,,sec
3.0,10.0,409,12.0,13.0,blanc,,,sec
1.0,3.0,409,11.0,12.0,rosé,,,sec
1.0,4.0,407,8.0,10.0,blanc,,,sec
2.0,6.0,452,14.0,16.0,rouge,,,sec
3.0,5.0,452,10.0,12.0,blanc,,,sec
2.0,3.0,452,9.0,11.0,blanc,,,sec
2.0,5.0,243,16.0,16.0,rouge,,,sec
1.0,4.0,243,10.0,12.0,blanc,,,sec
1.0,1.0,243,8.0,10.0,rosé,,,sec
4.0,15.0,416,16.0,18.0,rouge,,,sec
1.0,3.0,463,10.0,10.0,blanc,,,sec
5.0,15.0,463,10.0,13.0,jaune,,,doux
5.0,10.0,443,14.0,16.0,rouge,,,sec
1.0,3.0,443,10.0,12.0,rosé,,,sec
1.0,5.0,423,8.0,10.0,blanc,,,sec
1.0,5.0,453,8.0,10.0,blanc,,,sec
5.0,15.0,15,16.0,16.0,rouge,,,sec
6.0,20.0,461,10.0,13.0,jaune,,,doux
5.0,15.0,471,16.0,18.0,rouge,,,sec
5.0,35.0,428,10.0,12.0,jaune,,,doux
5.0,25.0,417,10.0,13.0,jaune,,,doux
2.0,10.0,405,15.0,17.0,rouge,,,sec
1.0,6.0,405,10.0,12.0,blanc,,,sec
5.0,25.0,412,10.0,12.0,rouge,,,doux
5.0,15.0,412,10.0,13.0,jaune,,,doux
1.0,5.0,342,15.0,0.0,blanc,Les meilleurs jusqu'à 10 ans,Bordelais ; Alsacien,sec
5.0,30.0,429,10.0,12.0,rouge,,,doux
5.0,50.0,429,12.0,14.0,rouge,,,doux
5.0,25.0,411,10.0,12.0,rouge,,,doux
6.0,12.0,411,10.0,13.0,jaune,,,doux
5.0,10.0,411,10.0,13.0,rosé,,,doux
1.0,3.0,415,12.0,12.0,blanc,,,sec
2.0,6.0,306,15.0,17.0,rouge,,,sec
2.0,4.0,306,10.0,12.0,blanc,,,sec
1.0,2.0,306,8.0,10.0,rosé,,,sec
3.0,8.0,460,15.0,17.0,rouge,,,sec
1.0,4.0,460,12.0,14.0,blanc,,,sec
1.0,3.0,460,9.0,11.0,rosé,,,sec
3.0,10.0,408,14.0,16.0,rouge,,,sec
2.0,5.0,408,9.0,11.0,blanc,,,sec
1.0,3.0,408,8.0,11.0,rosé,,,sec
2.0,8.0,309,12.0,14.0,blanc,,,sec
2.0,10.0,309,16.0,16.0,rouge,,,sec
1.0,3.0,309,8.0,10.0,rosé,,,sec
5.0,15.0,309,8.0,10.0,jaune,,,doux
5.0,15.0,466,16.0,18.0,rouge,,,sec
1.0,5.0,454,8.0,0.0,blanc,,,effervescent
1.0,4.0,454,8.0,0.0,rosé,,,effervescent
5.0,15.0,298,16.0,18.0,rouge,,,sec
1.0,4.0,448,10.0,12.0,rosé,,,moelleux
5.0,15.0,467,16.0,18.0,rouge,,,sec
4.0,20.0,404,9.0,11.0,jaune,,,doux
4.0,20.0,456,9.0,11.0,jaune,,,doux
2.0,6.0,462,12.0,13.0,rouge,,Bourgogne,sec
3.0,8.0,433,14.0,16.0,rouge,,Bourgogne,sec
4.0,10.0,397,14.0,15.0,rouge,,,sec
2.0,5.0,398,14.0,16.0,rouge,,,sec
1.0,4.0,398,10.0,12.0,blanc,,,sec
1.0,3.0,398,9.0,11.0,rosé,,,sec
1.0,4.0,430,12.0,13.0,rouge,,,sec
3.0,8.0,432,14.0,16.0,rouge,,,sec
5.0,10.0,124,16.0,18.0,rouge,,,sec
2.0,6.0,439,14.0,15.0,rouge,,,sec
1.0,3.0,439,8.0,10.0,blanc,,,sec
1.0,2.0,439,10.0,12.0,rosé,,,sec
3.0,7.0,402,15.0,16.0,rouge,,,sec
2.0,4.0,402,12.0,14.0,blanc,,,sec
1.0,3.0,402,10.0,12.0,rosé,,,sec
1.0,3.0,447,8.0,10.0,rosé,,,sec
1.0,5.0,259,16.0,16.0,rouge,,,sec
1.0,2.0,259,8.0,10.0,blanc,,,sec
1.0,4.0,259,12.0,14.0,rosé,,,sec
1.0,5.0,468,10.0,12.0,blanc,,,sec
1.0,3.0,444,7.0,9.0,blanc,,,effervescent
3.0,10.0,469,14.0,15.0,rouge,,,sec
1.0,3.0,469,8.0,10.0,blanc,,,sec
2.0,6.0,451,16.0,0.0,rouge,,,sec
1.0,5.0,451,12.0,14.0,blanc,,,sec
5.0,15.0,434,15.0,16.0,rouge,,,sec
2.0,8.0,434,11.0,13.0,blanc,,,sec
5.0,10.0,441,16.0,0.0,rouge,,,sec
3.0,8.0,441,12.0,13.0,blanc,,,sec
2.0,4.0,459,8.0,10.0,rosé,,,sec
1.0,4.0,425,13.0,14.0,rouge,,,sec
1.0,3.0,425,10.0,11.0,blanc,,,sec
1.0,2.0,425,8.0,10.0,rosé,,,sec
1.0,3.0,422,14.0,14.0,rouge,,,sec
1.0,3.0,422,10.0,11.0,blanc,,,sec
1.0,2.0,422,11.0,12.0,blanc,,,sec
4.0,20.0,458,9.0,11.0,jaune,,,doux
4.0,20.0,450,9.0,11.0,jaune,,,doux
3.0,15.0,455,11.0,13.0,blanc,,,sec
1.0,4.0,472,10.0,12.0,blanc,,,sec
3.0,10.0,473,15.0,17.0,rouge,,,sec
2.0,8.0,473,12.0,13.0,blanc,,,sec
1.0,4.0,473,10.0,11.0,rosé,,,sec
5.0,15.0,474,14.0,16.0,rouge,,,sec
2.0,5.0,475,16.0,16.0,rouge,,,sec
1.0,4.0,475,10.0,12.0,blanc,,,sec
1.0,2.0,475,8.0,10.0,rosé,,,sec
2.0,12.0,418,6.0,9.0,rosé,,,doux
2.0,12.0,418,6.0,9.0,jaune,,,doux
2.0,6.0,401,16.0,16.0,rouge,,,sec
1.0,3.0,401,8.0,10.0,rosé,,,sec
5.0,15.0,427,16.0,18.0,rouge,,,sec
5.0,15.0,403,16.0,18.0,rouge,,,sec
1.0,4.0,403,8.0,10.0,blanc,,,sec
1.0,2.0,403,8.0,10.0,rosé,,,sec
3.0,12.0,413,14.0,16.0,rouge,,,sec
1.0,4.0,413,7.0,9.0,blanc,,,sec
1.0,3.0,413,8.0,10.0,rosé,,,sec
2.0,15.0,413,10.0,13.0,blanc,,,moelleux
2.0,7.0,420,8.0,10.0,blanc,,,moelleux
5.0,20.0,457,8.0,10.0,blanc,,,moelleux
1.0,3.0,414,11.0,11.0,blanc,,,sec
2.0,5.0,414,12.0,12.0,blanc,,,sec
3.0,8.0,476,10.0,12.0,blanc,,,sec
1.0,3.0,477,6.0,8.0,blanc,,,effervescent
5.0,15.0,406,16.0,0.0,rouge,,,sec
2.0,8.0,406,8.0,10.0,blanc,,,sec
5.0,25.0,436,9.0,11.0,jaune,,,doux
2.0,7.0,287,14.0,16.0,rouge,,,sec
4.0,10.0,287,10.0,12.0,blanc,,,sec
2.0,4.0,287,10.0,11.0,rosé,,,sec
3.0,15.0,419,14.0,15.0,rouge,,,sec
3.0,10.0,419,8.0,11.0,blanc,,,sec
1.0,3.0,419,10.0,12.0,rosé,,,sec
2.0,4.0,410,15.0,0.0,blanc,Les meilleurs jusqu'à 10 ans,Bordelais ; Alsacien,sec
3.0,5.0,437,15.0,0.0,blanc,Les meilleurs jusqu'à 10 ans,Bordelais ; Alsacien,sec
4.0,20.0,312,15.0,0.0,blanc,Les meilleurs jusqu'à 10 ans,Bordelais ; Alsacien,sec
1.0,5.0,478,15.0,0.0,blanc,Les meilleurs jusqu'à 10 ans,Bordelais ; Alsacien,sec
5.0,20.0,65,8.0,10.0,jaune,,,doux
5.0,10.0,21,16.0,0.0,rouge,,,sec
8.0,20.0,21,16.0,0.0,rouge,,,sec
3.0,7.0,21,12.0,0.0,blanc,,,sec
5.0,15.0,21,12.0,14.0,blanc,,,sec
8.0,30.0,41,16.0,0.0,rouge,,,sec
7.0,30.0,43,16.0,0.0,rouge,,,sec
6.0,25.0,30,12.0,14.0,blanc,,,sec
10.0,30.0,31,12.0,14.0,blanc,,,sec
10.0,30.0,32,12.0,14.0,blanc,,,sec
8.0,20.0,33,12.0,14.0,blanc,,,sec
7.0,30.0,34,12.0,14.0,blanc,,,sec
5.0,10.0,28,16.0,0.0,rouge,,,sec
8.0,20.0,28,15.0,16.0,rouge,,,sec
3.0,7.0,28,11.0,13.0,blanc,,,sec
5.0,10.0,28,11.0,13.0,blanc,,,sec
8.0,30.0,155,16.0,0.0,rouge,,,sec
7.0,35.0,156,16.0,0.0,rouge,,,sec
7.0,35.0,157,16.0,0.0,rouge,,,sec
7.0,40.0,158,16.0,0.0,rouge,,,sec
10.0,40.0,181,16.0,0.0,rouge,,,sec
5.0,25.0,183,16.0,0.0,rouge,,,sec
7.0,30.0,184,16.0,0.0,rouge,,,sec
10.0,35.0,185,16.0,0.0,rouge,,,sec
7.0,35.0,187,15.0,16.0,rouge,,,sec
7.0,20.0,187,12.0,14.0,blanc,,,sec
10.0,25.0,188,16.0,0.0,rouge,,,sec
7.0,25.0,190,16.0,0.0,rouge,,,sec
8.0,30.0,191,15.0,16.0,rouge,,,sec
5.0,20.0,192,15.0,16.0,rouge,,,sec
7.0,30.0,200,16.0,0.0,rouge,,,sec
7.0,30.0,201,16.0,0.0,rouge,,,sec
8.0,30.0,202,16.0,0.0,rouge,,,sec
6.0,25.0,203,16.0,0.0,rouge,,,sec
7.0,20.0,204,15.0,16.0,rouge,,,sec
7.0,35.0,205,16.0,0.0,rouge,,,sec
10.0,35.0,206,14.0,16.0,rouge,,,sec
2.0,10.0,173,9.0,12.0,jaune,,,doux
7.0,25.0,220,16.0,0.0,rouge,,,sec
1.0,15.0,446,10.0,12.0,blanc,,,effervescent
1.0,15.0,446,11.0,12.0,rosé,,,effervescent
1.0,8.0,446,8.0,10.0,blanc,,,effervescent
1.0,8.0,446,9.0,11.0,rosé,,,effervescent
3.0,8.0,446,13.0,14.0,rouge,,,sec
2.0,10.0,446,10.0,10.0,blanc,,,sec
1.0,4.0,446,8.0,10.0,rosé,,,sec
2.0,6.0,446,10.0,12.0,rosé,,,sec
5.0,20.0,11,9.0,12.0,jaune,,,doux
5.0,35.0,11,10.0,13.0,jaune,,,doux
5.0,30.0,399,16.0,0.0,rouge,,,sec
5.0,15.0,399,12.0,14.0,blanc,,,sec
2.0,5.0,421,8.0,10.0,blanc,,,sec
1.0,3.0,421,10.0,11.0,rosé,,,sec
10.0,35.0,52,16.0,17.0,rouge,,,
5.0,20.0,390,12.0,14.0,blanc,,,
5.0,30.0,445,10.0,12.0,blanc,,,
